Classification; Confidence; Direction; Speed in km/h; Time
LKW mit Anhänger;8;Richtung B nach A;34;13.05.2020 14:32
PKW;9;Richtung B nach A;44;13.05.2020 14:33
PKW;9;Richtung A nach B;36;13.05.2020 14:33
LKW;9;Richtung A nach B;42;13.05.2020 14:34
PKW;9;Richtung A nach B;34;13.05.2020 14:34
PKW;9;Richtung A nach B;43;13.05.2020 14:36
PKW;9;Richtung B nach A;43;13.05.2020 14:37
PKW;8;Richtung B nach A;45;13.05.2020 14:41
LKW;8;Richtung B nach A;41;13.05.2020 14:41
PKW;9;Richtung B nach A;37;13.05.2020 14:42
Leichtes Nutzfahrzeug;8;Richtung A nach B;53;13.05.2020 14:44
Leichtes Nutzfahrzeug;9;Richtung B nach A;39;13.05.2020 14:45
PKW;9;Richtung A nach B;36;13.05.2020 14:45
PKW;9;Richtung B nach A;42;13.05.2020 14:46
PKW;9;Richtung B nach A;43;13.05.2020 14:46
PKW;9;Richtung A nach B;37;13.05.2020 14:49
PKW;9;Richtung A nach B;49;13.05.2020 14:51
PKW;10;Richtung A nach B;37;13.05.2020 14:51
PKW;9;Richtung B nach A;38;13.05.2020 14:56
PKW;9;Richtung B nach A;42;13.05.2020 14:57
PKW;9;Richtung B nach A;54;13.05.2020 14:57
PKW;9;Richtung B nach A;46;13.05.2020 14:58
PKW;10;Richtung B nach A;44;13.05.2020 15:02
Zweirad;9;Richtung B nach A;29;13.05.2020 15:02
PKW;9;Richtung B nach A;42;13.05.2020 15:02
LKW;8;Richtung B nach A;33;13.05.2020 15:02
Leichtes Nutzfahrzeug;8;Richtung A nach B;45;13.05.2020 15:03
PKW;8;Richtung B nach A;48;13.05.2020 15:03
PKW;8;Richtung B nach A;45;13.05.2020 15:05
PKW;9;Richtung B nach A;36;13.05.2020 15:06
PKW;9;Richtung B nach A;44;13.05.2020 15:06
PKW;9;Richtung B nach A;36;13.05.2020 15:06
PKW;9;Richtung B nach A;28;13.05.2020 15:07
PKW;9;Richtung B nach A;37;13.05.2020 15:07
Leichtes Nutzfahrzeug;8;Richtung B nach A;35;13.05.2020 15:08
PKW;9;Richtung B nach A;32;13.05.2020 15:08
PKW;8;Richtung A nach B;35;13.05.2020 15:08
PKW;10;Richtung B nach A;35;13.05.2020 15:09
PKW;9;Richtung B nach A;37;13.05.2020 15:09
PKW;10;Richtung B nach A;38;13.05.2020 15:09
PKW;9;Richtung B nach A;38;13.05.2020 15:10
PKW;10;Richtung B nach A;38;13.05.2020 15:11
LKW;8;Richtung B nach A;32;13.05.2020 15:11
PKW;9;Richtung B nach A;34;13.05.2020 15:12
LKW mit Anhänger;8;Richtung A nach B;32;13.05.2020 15:12
PKW;10;Richtung A nach B;33;13.05.2020 15:13
Leichtes Nutzfahrzeug;8;Richtung A nach B;31;13.05.2020 15:14
PKW;9;Richtung A nach B;28;13.05.2020 15:14
LKW;9;Richtung A nach B;46;13.05.2020 15:15
PKW;10;Richtung A nach B;36;13.05.2020 15:15
PKW;5;Richtung A nach B;38;13.05.2020 15:18
Zweirad;8;Richtung A nach B;23;13.05.2020 15:18
PKW;6;Richtung A nach B;38;13.05.2020 15:18
PKW;9;Richtung A nach B;38;13.05.2020 15:19
PKW;10;Richtung A nach B;30;13.05.2020 15:20
Leichtes Nutzfahrzeug;9;Richtung A nach B;29;13.05.2020 15:21
PKW;9;Richtung B nach A;43;13.05.2020 15:21
PKW;10;Richtung B nach A;42;13.05.2020 15:22
LKW;8;Richtung B nach A;42;13.05.2020 15:22
Zweirad;9;Richtung A nach B;39;13.05.2020 15:24
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;13.05.2020 15:25
LKW;9;Richtung A nach B;36;13.05.2020 15:26
PKW;9;Richtung B nach A;42;13.05.2020 15:27
PKW;9;Richtung A nach B;32;13.05.2020 15:27
LKW mit Anhänger;7;Richtung A nach B;32;13.05.2020 15:30
PKW;9;Richtung B nach A;45;13.05.2020 15:32
PKW;9;Richtung B nach A;45;13.05.2020 15:32
Leichtes Nutzfahrzeug;9;Richtung A nach B;41;13.05.2020 15:33
LKW;8;Richtung A nach B;30;13.05.2020 15:33
LKW;8;Richtung B nach A;31;13.05.2020 15:34
PKW;9;Richtung B nach A;35;13.05.2020 15:35
Leichtes Nutzfahrzeug;8;Richtung A nach B;45;13.05.2020 15:37
PKW;9;Richtung A nach B;37;13.05.2020 15:38
LKW;8;Richtung A nach B;33;13.05.2020 15:39
PKW;9;Richtung B nach A;34;13.05.2020 15:39
PKW;9;Richtung B nach A;26;13.05.2020 15:40
LKW;8;Richtung B nach A;38;13.05.2020 15:42
PKW;9;Richtung B nach A;38;13.05.2020 15:43
Zweirad;9;Richtung B nach A;32;13.05.2020 15:44
PKW;9;Richtung A nach B;38;13.05.2020 15:45
LKW;8;Richtung A nach B;34;13.05.2020 15:46
Zweirad;9;Richtung A nach B;40;13.05.2020 15:46
PKW;8;Richtung A nach B;45;13.05.2020 15:48
PKW;9;Richtung A nach B;33;13.05.2020 15:49
PKW;10;Richtung B nach A;43;13.05.2020 15:50
PKW;9;Richtung A nach B;32;13.05.2020 15:52
PKW;9;Richtung B nach A;38;13.05.2020 15:52
PKW;9;Richtung A nach B;44;13.05.2020 15:54
PKW;9;Richtung A nach B;36;13.05.2020 15:55
PKW;8;Richtung B nach A;46;13.05.2020 15:56
Zweirad;9;Richtung B nach A;50;13.05.2020 15:56
LKW mit Anhänger;9;Richtung B nach A;42;13.05.2020 15:58
PKW;8;Richtung B nach A;45;13.05.2020 15:59
PKW;9;Richtung B nach A;37;13.05.2020 16:00
PKW;8;Richtung B nach A;43;13.05.2020 16:01
PKW;8;Richtung B nach A;42;13.05.2020 16:02
PKW;8;Richtung A nach B;43;13.05.2020 16:03
Leichtes Nutzfahrzeug;8;Richtung A nach B;32;13.05.2020 16:04
PKW;9;Richtung B nach A;35;13.05.2020 16:05
Leichtes Nutzfahrzeug;9;Richtung B nach A;37;13.05.2020 16:07
PKW;9;Richtung B nach A;40;13.05.2020 16:07
PKW;9;Richtung B nach A;47;13.05.2020 16:07
PKW;9;Richtung A nach B;43;13.05.2020 16:07
PKW;9;Richtung B nach A;41;13.05.2020 16:08
LKW;8;Richtung A nach B;28;13.05.2020 16:09
PKW;8;Richtung B nach A;43;13.05.2020 16:10
PKW;9;Richtung B nach A;37;13.05.2020 16:10
PKW;10;Richtung B nach A;38;13.05.2020 16:13
PKW;9;Richtung B nach A;37;13.05.2020 16:13
Zweirad;9;Richtung B nach A;28;13.05.2020 16:14
PKW;8;Richtung B nach A;41;13.05.2020 16:14
LKW;8;Richtung A nach B;34;13.05.2020 16:15
PKW;9;Richtung B nach A;36;13.05.2020 16:15
PKW;10;Richtung A nach B;39;13.05.2020 16:15
Leichtes Nutzfahrzeug;9;Richtung A nach B;34;13.05.2020 16:16
PKW;9;Richtung B nach A;42;13.05.2020 16:16
PKW;9;Richtung A nach B;34;13.05.2020 16:18
Leichtes Nutzfahrzeug;9;Richtung A nach B;34;13.05.2020 16:19
Leichtes Nutzfahrzeug;8;Richtung B nach A;43;13.05.2020 16:20
LKW;9;Richtung B nach A;37;13.05.2020 16:22
PKW;9;Richtung B nach A;30;13.05.2020 16:24
LKW mit Anhänger;9;Richtung B nach A;27;13.05.2020 16:24
PKW;9;Richtung B nach A;24;13.05.2020 16:24
PKW;9;Richtung A nach B;39;13.05.2020 16:25
PKW;8;Richtung B nach A;38;13.05.2020 16:25
Zweirad;9;Richtung A nach B;32;13.05.2020 16:25
PKW;9;Richtung B nach A;42;13.05.2020 16:26
PKW;9;Richtung B nach A;44;13.05.2020 16:27
PKW;10;Richtung A nach B;31;13.05.2020 16:27
LKW;8;Richtung B nach A;33;13.05.2020 16:29
Zweirad;10;Richtung A nach B;27;13.05.2020 16:30
Leichtes Nutzfahrzeug;9;Richtung B nach A;33;13.05.2020 16:31
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;13.05.2020 16:31
PKW;9;Richtung B nach A;38;13.05.2020 16:32
PKW;10;Richtung B nach A;37;13.05.2020 16:32
PKW;9;Richtung B nach A;41;13.05.2020 16:33
PKW;9;Richtung B nach A;39;13.05.2020 16:34
PKW;9;Richtung B nach A;36;13.05.2020 16:34
LKW;8;Richtung B nach A;32;13.05.2020 16:35
Leichtes Nutzfahrzeug;9;Richtung A nach B;31;13.05.2020 16:35
PKW;9;Richtung B nach A;28;13.05.2020 16:37
Zweirad;10;Richtung B nach A;39;13.05.2020 16:37
PKW;9;Richtung B nach A;32;13.05.2020 16:37
PKW;9;Richtung A nach B;40;13.05.2020 16:38
PKW;9;Richtung B nach A;45;13.05.2020 16:40
LKW;9;Richtung A nach B;27;13.05.2020 16:40
PKW;10;Richtung A nach B;26;13.05.2020 16:42
LKW;8;Richtung B nach A;39;13.05.2020 16:42
Leichtes Nutzfahrzeug;9;Richtung A nach B;33;13.05.2020 16:43
Zweirad;10;Richtung A nach B;38;13.05.2020 16:43
PKW;9;Richtung B nach A;42;13.05.2020 16:44
PKW;9;Richtung B nach A;28;13.05.2020 16:46
PKW;8;Richtung B nach A;52;13.05.2020 16:47
PKW;10;Richtung B nach A;40;13.05.2020 16:49
Leichtes Nutzfahrzeug;9;Richtung A nach B;29;13.05.2020 16:51
PKW;9;Richtung B nach A;45;13.05.2020 16:52
Zweirad;9;Richtung B nach A;30;13.05.2020 16:52
PKW;9;Richtung B nach A;43;13.05.2020 16:53
PKW;9;Richtung B nach A;49;13.05.2020 16:54
PKW;9;Richtung B nach A;37;13.05.2020 16:54
PKW;10;Richtung B nach A;40;13.05.2020 16:58
PKW;9;Richtung B nach A;45;13.05.2020 16:58
PKW;9;Richtung B nach A;41;13.05.2020 16:59
PKW;9;Richtung B nach A;45;13.05.2020 17:00
Leichtes Nutzfahrzeug;9;Richtung A nach B;50;13.05.2020 17:00
PKW;9;Richtung A nach B;48;13.05.2020 17:02
PKW;9;Richtung B nach A;38;13.05.2020 17:02
PKW;9;Richtung B nach A;43;13.05.2020 17:03
PKW;9;Richtung B nach A;37;13.05.2020 17:03
PKW;9;Richtung A nach B;30;13.05.2020 17:04
PKW;10;Richtung A nach B;24;13.05.2020 17:05
PKW;8;Richtung B nach A;43;13.05.2020 17:05
PKW;9;Richtung A nach B;45;13.05.2020 17:06
PKW;9;Richtung A nach B;39;13.05.2020 17:07
PKW;9;Richtung B nach A;42;13.05.2020 17:08
PKW;9;Richtung B nach A;41;13.05.2020 17:09
Leichtes Nutzfahrzeug;9;Richtung B nach A;49;13.05.2020 17:11
Zweirad;9;Richtung A nach B;35;13.05.2020 17:12
PKW;10;Richtung B nach A;41;13.05.2020 17:12
PKW;9;Richtung A nach B;27;13.05.2020 17:13
PKW;9;Richtung A nach B;30;13.05.2020 17:13
Zweirad;9;Richtung B nach A;34;13.05.2020 17:14
PKW;9;Richtung B nach A;39;13.05.2020 17:14
PKW;9;Richtung B nach A;36;13.05.2020 17:15
PKW;10;Richtung B nach A;44;13.05.2020 17:15
PKW;9;Richtung B nach A;34;13.05.2020 17:16
PKW;10;Richtung B nach A;45;13.05.2020 17:16
PKW;9;Richtung B nach A;43;13.05.2020 17:17
LKW;9;Richtung A nach B;39;13.05.2020 17:17
LKW mit Anhänger;7;Richtung B nach A;37;13.05.2020 17:19
PKW;9;Richtung B nach A;39;13.05.2020 17:19
PKW;9;Richtung B nach A;32;13.05.2020 17:19
LKW;3;Richtung A nach B;43;13.05.2020 17:20
PKW;8;Richtung B nach A;42;13.05.2020 17:20
PKW;9;Richtung B nach A;38;13.05.2020 17:21
PKW;9;Richtung B nach A;37;13.05.2020 17:21
LKW;9;Richtung B nach A;40;13.05.2020 17:22
PKW;10;Richtung B nach A;35;13.05.2020 17:24
PKW;9;Richtung B nach A;37;13.05.2020 17:24
PKW;8;Richtung B nach A;47;13.05.2020 17:25
PKW;9;Richtung B nach A;37;13.05.2020 17:26
LKW mit Anhänger;8;Richtung B nach A;29;13.05.2020 17:26
PKW;8;Richtung B nach A;32;13.05.2020 17:26
Zweirad;8;Richtung B nach A;33;13.05.2020 17:26
PKW;10;Richtung B nach A;37;13.05.2020 17:27
PKW;10;Richtung B nach A;30;13.05.2020 17:28
PKW;8;Richtung B nach A;45;13.05.2020 17:28
LKW;7;Richtung B nach A;32;13.05.2020 17:28
PKW;9;Richtung A nach B;46;13.05.2020 17:29
PKW;10;Richtung B nach A;37;13.05.2020 17:29
PKW;10;Richtung B nach A;41;13.05.2020 17:29
PKW;10;Richtung A nach B;37;13.05.2020 17:29
PKW;10;Richtung B nach A;32;13.05.2020 17:29
PKW;10;Richtung B nach A;46;13.05.2020 17:31
LKW;8;Richtung A nach B;31;13.05.2020 17:34
PKW;7;Richtung B nach A;44;13.05.2020 17:34
Leichtes Nutzfahrzeug;9;Richtung A nach B;36;13.05.2020 17:36
LKW mit Anhänger;8;Richtung A nach B;35;13.05.2020 17:36
PKW;9;Richtung B nach A;41;13.05.2020 17:36
PKW;9;Richtung B nach A;42;13.05.2020 17:36
PKW;8;Richtung A nach B;40;13.05.2020 17:37
PKW;10;Richtung B nach A;39;13.05.2020 17:37
PKW;10;Richtung A nach B;38;13.05.2020 17:37
Zweirad;10;Richtung B nach A;27;13.05.2020 17:38
PKW;9;Richtung B nach A;47;13.05.2020 17:39
PKW;8;Richtung B nach A;40;13.05.2020 17:40
PKW;8;Richtung B nach A;49;13.05.2020 17:40
Leichtes Nutzfahrzeug;8;Richtung B nach A;42;13.05.2020 17:40
PKW;10;Richtung B nach A;45;13.05.2020 17:44
Zweirad;9;Richtung A nach B;27;13.05.2020 17:45
PKW;9;Richtung B nach A;28;13.05.2020 17:45
PKW;9;Richtung B nach A;38;13.05.2020 17:45
PKW;8;Richtung B nach A;45;13.05.2020 17:48
PKW;10;Richtung B nach A;41;13.05.2020 17:48
PKW;9;Richtung A nach B;28;13.05.2020 17:50
PKW;9;Richtung B nach A;41;13.05.2020 17:50
Zweirad;8;Richtung A nach B;38;13.05.2020 17:51
PKW;9;Richtung B nach A;41;13.05.2020 17:52
Zweirad;9;Richtung B nach A;35;13.05.2020 17:52
PKW;9;Richtung B nach A;41;13.05.2020 17:54
PKW;9;Richtung B nach A;39;13.05.2020 17:54
PKW;9;Richtung B nach A;48;13.05.2020 17:55
PKW;9;Richtung B nach A;47;13.05.2020 17:56
LKW mit Anhänger;9;Richtung B nach A;25;13.05.2020 17:56
LKW;8;Richtung B nach A;29;13.05.2020 17:57
PKW;9;Richtung B nach A;41;13.05.2020 17:59
PKW;9;Richtung B nach A;41;13.05.2020 18:00
PKW;9;Richtung B nach A;36;13.05.2020 18:03
PKW;9;Richtung B nach A;40;13.05.2020 18:06
Zweirad;9;Richtung B nach A;30;13.05.2020 18:06
Zweirad;10;Richtung B nach A;29;13.05.2020 18:07
LKW;9;Richtung A nach B;40;13.05.2020 18:13
PKW;10;Richtung B nach A;37;13.05.2020 18:13
PKW;9;Richtung B nach A;41;13.05.2020 18:13
PKW;9;Richtung A nach B;38;13.05.2020 18:15
PKW;9;Richtung B nach A;29;13.05.2020 18:17
Leichtes Nutzfahrzeug;10;Richtung B nach A;49;13.05.2020 18:18
PKW;9;Richtung B nach A;43;13.05.2020 18:20
PKW;9;Richtung B nach A;44;13.05.2020 18:20
PKW;9;Richtung B nach A;40;13.05.2020 18:21
LKW;8;Richtung B nach A;39;13.05.2020 18:21
PKW;9;Richtung B nach A;34;13.05.2020 18:25
Zweirad;9;Richtung B nach A;31;13.05.2020 18:29
PKW;9;Richtung B nach A;34;13.05.2020 18:29
PKW;9;Richtung B nach A;47;13.05.2020 18:30
LKW;8;Richtung A nach B;29;13.05.2020 18:32
Leichtes Nutzfahrzeug;8;Richtung A nach B;30;13.05.2020 18:32
PKW;9;Richtung B nach A;34;13.05.2020 18:32
LKW mit Anhänger;9;Richtung B nach A;32;13.05.2020 18:36
Zweirad;8;Richtung A nach B;37;13.05.2020 18:36
PKW;9;Richtung B nach A;43;13.05.2020 18:39
PKW;9;Richtung B nach A;41;13.05.2020 18:41
PKW;10;Richtung B nach A;39;13.05.2020 18:41
LKW;8;Richtung A nach B;38;13.05.2020 18:42
Leichtes Nutzfahrzeug;9;Richtung B nach A;48;13.05.2020 18:42
Leichtes Nutzfahrzeug;8;Richtung B nach A;42;13.05.2020 18:43
PKW;9;Richtung B nach A;39;13.05.2020 18:47
PKW;10;Richtung B nach A;46;13.05.2020 18:47
PKW;10;Richtung A nach B;38;13.05.2020 18:54
PKW;9;Richtung B nach A;42;13.05.2020 18:55
Zweirad;9;Richtung A nach B;35;13.05.2020 18:55
LKW;8;Richtung A nach B;36;13.05.2020 18:55
Zweirad;9;Richtung B nach A;33;13.05.2020 18:57
PKW;9;Richtung B nach A;41;13.05.2020 18:59
PKW;9;Richtung B nach A;39;13.05.2020 19:04
PKW;9;Richtung B nach A;42;13.05.2020 19:06
LKW;7;Richtung A nach B;36;13.05.2020 19:06
PKW;9;Richtung A nach B;55;13.05.2020 19:08
PKW;9;Richtung A nach B;37;13.05.2020 19:12
PKW;9;Richtung A nach B;41;13.05.2020 19:21
PKW;9;Richtung B nach A;41;13.05.2020 19:23
LKW;9;Richtung B nach A;37;13.05.2020 19:24
PKW;9;Richtung B nach A;43;13.05.2020 19:24
LKW;7;Richtung B nach A;34;13.05.2020 19:26
LKW mit Anhänger;8;Richtung A nach B;32;13.05.2020 19:27
PKW;9;Richtung A nach B;33;13.05.2020 19:29
PKW;9;Richtung B nach A;29;13.05.2020 19:30
PKW;9;Richtung B nach A;33;13.05.2020 19:33
PKW;9;Richtung B nach A;38;13.05.2020 19:35
LKW;9;Richtung A nach B;26;13.05.2020 19:42
PKW;9;Richtung B nach A;36;13.05.2020 19:46
PKW;9;Richtung A nach B;40;13.05.2020 19:47
Leichtes Nutzfahrzeug;10;Richtung B nach A;44;13.05.2020 19:52
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;13.05.2020 19:53
PKW;9;Richtung B nach A;34;13.05.2020 20:00
LKW mit Anhänger;8;Richtung B nach A;40;13.05.2020 20:01
Leichtes Nutzfahrzeug;9;Richtung B nach A;46;13.05.2020 20:01
PKW;10;Richtung A nach B;44;13.05.2020 20:03
PKW;9;Richtung B nach A;38;13.05.2020 20:09
PKW;5;Richtung B nach A;41;13.05.2020 20:09
Zweirad;9;Richtung A nach B;38;13.05.2020 20:15
PKW;9;Richtung A nach B;41;13.05.2020 20:15
PKW;9;Richtung B nach A;38;13.05.2020 20:17
PKW;8;Richtung B nach A;41;13.05.2020 20:19
LKW;8;Richtung B nach A;41;13.05.2020 20:22
PKW;9;Richtung B nach A;42;13.05.2020 20:23
PKW;9;Richtung B nach A;34;13.05.2020 20:27
LKW;9;Richtung A nach B;36;13.05.2020 20:33
PKW;9;Richtung B nach A;38;13.05.2020 20:34
PKW;9;Richtung A nach B;44;13.05.2020 20:36
PKW;9;Richtung A nach B;38;13.05.2020 20:45
PKW;9;Richtung B nach A;43;13.05.2020 20:48
PKW;9;Richtung A nach B;37;13.05.2020 20:57
PKW;9;Richtung A nach B;41;13.05.2020 21:08
PKW;9;Richtung A nach B;41;13.05.2020 21:12
Zweirad;9;Richtung B nach A;27;13.05.2020 21:13
LKW;7;Richtung A nach B;40;13.05.2020 21:18
PKW;9;Richtung B nach A;32;13.05.2020 21:18
LKW;8;Richtung B nach A;37;13.05.2020 21:23
LKW mit Anhänger;8;Richtung B nach A;31;13.05.2020 21:24
PKW;10;Richtung A nach B;35;13.05.2020 21:27
LKW;7;Richtung B nach A;33;13.05.2020 21:28
PKW;9;Richtung A nach B;31;13.05.2020 21:30
PKW;9;Richtung B nach A;34;13.05.2020 21:30
LKW mit Anhänger;9;Richtung B nach A;40;13.05.2020 21:31
PKW;9;Richtung B nach A;33;13.05.2020 21:33
Leichtes Nutzfahrzeug;9;Richtung A nach B;42;13.05.2020 21:34
PKW;9;Richtung B nach A;40;13.05.2020 21:44
Leichtes Nutzfahrzeug;4;Richtung B nach A;45;13.05.2020 21:45
LKW mit Anhänger;8;Richtung B nach A;35;13.05.2020 21:49
PKW;10;Richtung B nach A;39;13.05.2020 21:56
Zweirad;9;Richtung A nach B;35;13.05.2020 22:01
Leichtes Nutzfahrzeug;4;Richtung B nach A;46;13.05.2020 22:03
Leichtes Nutzfahrzeug;4;Richtung B nach A;45;13.05.2020 22:07
LKW;9;Richtung A nach B;29;13.05.2020 22:07
PKW;9;Richtung B nach A;36;13.05.2020 22:14
PKW;9;Richtung B nach A;49;13.05.2020 22:17
Zweirad;9;Richtung B nach A;32;13.05.2020 22:19
PKW;9;Richtung B nach A;36;13.05.2020 22:19
PKW;10;Richtung B nach A;37;13.05.2020 22:20
PKW;9;Richtung B nach A;41;13.05.2020 22:23
Leichtes Nutzfahrzeug;8;Richtung B nach A;40;13.05.2020 22:25
Leichtes Nutzfahrzeug;6;Richtung B nach A;44;13.05.2020 22:25
LKW;9;Richtung B nach A;54;13.05.2020 22:27
LKW mit Anhänger;7;Richtung A nach B;38;13.05.2020 22:31
PKW;10;Richtung B nach A;40;13.05.2020 22:32
PKW;9;Richtung B nach A;42;13.05.2020 22:32
PKW;9;Richtung B nach A;40;13.05.2020 22:33
PKW;9;Richtung B nach A;35;13.05.2020 22:33
Leichtes Nutzfahrzeug;10;Richtung B nach A;45;13.05.2020 22:34
PKW;9;Richtung B nach A;40;13.05.2020 22:35
Leichtes Nutzfahrzeug;8;Richtung A nach B;40;13.05.2020 22:36
PKW;9;Richtung B nach A;35;13.05.2020 22:36
PKW;10;Richtung B nach A;40;13.05.2020 22:39
PKW;9;Richtung B nach A;44;13.05.2020 22:39
PKW;9;Richtung B nach A;38;13.05.2020 22:42
PKW;9;Richtung B nach A;31;13.05.2020 22:45
PKW;10;Richtung B nach A;38;13.05.2020 22:52
PKW;9;Richtung B nach A;38;13.05.2020 22:58
LKW;8;Richtung B nach A;38;13.05.2020 23:22
LKW;6;Richtung A nach B;47;13.05.2020 23:34
Zweirad;7;Richtung B nach A;38;13.05.2020 23:35
Zweirad;10;Richtung A nach B;24;13.05.2020 23:37
PKW;9;Richtung A nach B;41;14.05.2020 00:08
PKW;8;Richtung B nach A;46;14.05.2020 00:18
PKW;9;Richtung B nach A;31;14.05.2020 01:34
LKW mit Anhänger;7;Richtung A nach B;47;14.05.2020 01:57
LKW;8;Richtung B nach A;39;14.05.2020 02:10
Leichtes Nutzfahrzeug;6;Richtung A nach B;51;14.05.2020 02:14
LKW;4;Richtung A nach B;48;14.05.2020 03:01
LKW mit Anhänger;6;Richtung A nach B;48;14.05.2020 03:09
PKW;9;Richtung B nach A;33;14.05.2020 03:55
PKW;9;Richtung A nach B;40;14.05.2020 04:24
PKW;9;Richtung A nach B;38;14.05.2020 04:26
PKW;8;Richtung A nach B;54;14.05.2020 04:31
PKW;8;Richtung A nach B;46;14.05.2020 04:38
PKW;9;Richtung A nach B;35;14.05.2020 04:39
PKW;8;Richtung A nach B;46;14.05.2020 04:39
PKW;8;Richtung A nach B;44;14.05.2020 04:41
PKW;8;Richtung A nach B;44;14.05.2020 04:44
PKW;7;Richtung A nach B;43;14.05.2020 04:48
PKW;8;Richtung A nach B;42;14.05.2020 04:48
PKW;9;Richtung A nach B;45;14.05.2020 04:50
PKW;8;Richtung B nach A;43;14.05.2020 04:51
PKW;10;Richtung A nach B;42;14.05.2020 04:54
PKW;10;Richtung A nach B;37;14.05.2020 04:55
PKW;9;Richtung A nach B;36;14.05.2020 04:57
PKW;8;Richtung A nach B;45;14.05.2020 05:05
PKW;9;Richtung A nach B;40;14.05.2020 05:14
PKW;9;Richtung B nach A;34;14.05.2020 05:15
PKW;7;Richtung B nach A;43;14.05.2020 05:24
PKW;9;Richtung A nach B;39;14.05.2020 05:25
Zweirad;9;Richtung A nach B;34;14.05.2020 05:27
PKW;9;Richtung A nach B;34;14.05.2020 05:28
Leichtes Nutzfahrzeug;8;Richtung A nach B;38;14.05.2020 05:34
LKW mit Anhänger;6;Richtung A nach B;40;14.05.2020 05:36
PKW;9;Richtung A nach B;34;14.05.2020 05:36
PKW;9;Richtung B nach A;36;14.05.2020 05:37
PKW;8;Richtung A nach B;41;14.05.2020 05:39
PKW;9;Richtung A nach B;46;14.05.2020 05:40
LKW;9;Richtung B nach A;38;14.05.2020 05:41
PKW;8;Richtung A nach B;38;14.05.2020 05:42
PKW;8;Richtung A nach B;42;14.05.2020 05:44
PKW;10;Richtung A nach B;44;14.05.2020 05:45
PKW;9;Richtung A nach B;38;14.05.2020 05:46
PKW;9;Richtung A nach B;43;14.05.2020 05:47
PKW;9;Richtung A nach B;41;14.05.2020 05:50
PKW;9;Richtung A nach B;40;14.05.2020 05:50
PKW;8;Richtung B nach A;34;14.05.2020 05:51
Leichtes Nutzfahrzeug;9;Richtung A nach B;26;14.05.2020 05:52
PKW;9;Richtung A nach B;42;14.05.2020 05:52
PKW;9;Richtung A nach B;37;14.05.2020 05:56
PKW;9;Richtung A nach B;37;14.05.2020 05:56
Leichtes Nutzfahrzeug;4;Richtung A nach B;43;14.05.2020 05:59
PKW;9;Richtung A nach B;40;14.05.2020 06:00
PKW;8;Richtung A nach B;50;14.05.2020 06:05
PKW;9;Richtung B nach A;39;14.05.2020 06:07
PKW;9;Richtung A nach B;40;14.05.2020 06:11
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;14.05.2020 06:12
PKW;9;Richtung A nach B;41;14.05.2020 06:14
Leichtes Nutzfahrzeug;9;Richtung A nach B;42;14.05.2020 06:16
LKW;9;Richtung B nach A;44;14.05.2020 06:17
LKW;9;Richtung B nach A;44;14.05.2020 06:20
PKW;10;Richtung A nach B;43;14.05.2020 06:21
PKW;9;Richtung A nach B;42;14.05.2020 06:21
PKW;9;Richtung A nach B;38;14.05.2020 06:21
LKW;8;Richtung A nach B;39;14.05.2020 06:24
Zweirad;9;Richtung A nach B;45;14.05.2020 06:24
PKW;8;Richtung A nach B;41;14.05.2020 06:26
Leichtes Nutzfahrzeug;9;Richtung B nach A;41;14.05.2020 06:26
PKW;9;Richtung A nach B;49;14.05.2020 06:26
PKW;9;Richtung A nach B;39;14.05.2020 06:27
PKW;9;Richtung B nach A;35;14.05.2020 06:28
PKW;9;Richtung A nach B;41;14.05.2020 06:29
PKW;9;Richtung A nach B;44;14.05.2020 06:30
PKW;9;Richtung A nach B;40;14.05.2020 06:30
PKW;8;Richtung A nach B;38;14.05.2020 06:33
PKW;9;Richtung A nach B;42;14.05.2020 06:34
PKW;9;Richtung B nach A;41;14.05.2020 06:34
LKW;7;Richtung A nach B;45;14.05.2020 06:35
PKW;9;Richtung A nach B;41;14.05.2020 06:35
PKW;8;Richtung A nach B;46;14.05.2020 06:35
PKW;9;Richtung B nach A;35;14.05.2020 06:36
Leichtes Nutzfahrzeug;6;Richtung B nach A;36;14.05.2020 06:37
PKW;9;Richtung A nach B;29;14.05.2020 06:37
PKW;9;Richtung B nach A;43;14.05.2020 06:38
LKW;8;Richtung A nach B;35;14.05.2020 06:39
PKW;9;Richtung A nach B;41;14.05.2020 06:40
LKW;10;Richtung B nach A;40;14.05.2020 06:41
PKW;9;Richtung B nach A;41;14.05.2020 06:42
PKW;10;Richtung A nach B;44;14.05.2020 06:43
PKW;9;Richtung A nach B;45;14.05.2020 06:43
PKW;9;Richtung A nach B;44;14.05.2020 06:45
LKW;8;Richtung A nach B;34;14.05.2020 06:46
PKW;9;Richtung A nach B;29;14.05.2020 06:46
PKW;9;Richtung A nach B;35;14.05.2020 06:47
PKW;10;Richtung A nach B;31;14.05.2020 06:47
Zweirad;8;Richtung A nach B;38;14.05.2020 06:51
Zweirad;9;Richtung A nach B;31;14.05.2020 06:51
PKW;9;Richtung A nach B;39;14.05.2020 06:52
Zweirad;9;Richtung A nach B;35;14.05.2020 06:53
PKW;8;Richtung A nach B;43;14.05.2020 06:53
