Classification; Confidence; Direction; Speed in km/h; Time
PKW;10;Richtung B nach A;40;08.10.2020 15:05
PKW;9;Richtung B nach A;37;08.10.2020 15:05
Leichtes Nutzfahrzeug;7;Richtung A nach B;30;08.10.2020 15:06
PKW;9;Richtung B nach A;37;08.10.2020 15:06
PKW;9;Richtung B nach A;36;08.10.2020 15:06
PKW;9;Richtung B nach A;32;08.10.2020 15:06
Zweirad;10;Richtung B nach A;18;08.10.2020 15:06
PKW;10;Richtung B nach A;33;08.10.2020 15:06
Leichtes Nutzfahrzeug;9;Richtung B nach A;33;08.10.2020 15:06
PKW;7;Richtung B nach A;28;08.10.2020 15:07
PKW;9;Richtung B nach A;38;08.10.2020 15:07
PKW;9;Richtung B nach A;36;08.10.2020 15:07
PKW;9;Richtung B nach A;36;08.10.2020 15:07
PKW;10;Richtung B nach A;31;08.10.2020 15:08
Leichtes Nutzfahrzeug;9;Richtung B nach A;34;08.10.2020 15:08
PKW;10;Richtung B nach A;34;08.10.2020 15:10
Zweirad;9;Richtung A nach B;29;08.10.2020 15:10
PKW;9;Richtung A nach B;38;08.10.2020 15:11
LKW mit Anhänger;8;Richtung B nach A;34;08.10.2020 15:11
PKW;9;Richtung A nach B;40;08.10.2020 15:13
PKW;10;Richtung B nach A;36;08.10.2020 15:13
LKW;9;Richtung A nach B;39;08.10.2020 15:15
PKW;9;Richtung B nach A;38;08.10.2020 15:15
PKW;10;Richtung B nach A;29;08.10.2020 15:16
PKW;9;Richtung B nach A;28;08.10.2020 15:16
PKW;10;Richtung A nach B;40;08.10.2020 15:17
PKW;9;Richtung B nach A;43;08.10.2020 15:18
PKW;9;Richtung B nach A;35;08.10.2020 15:18
Leichtes Nutzfahrzeug;9;Richtung B nach A;25;08.10.2020 15:19
PKW;9;Richtung B nach A;23;08.10.2020 15:19
PKW;7;Richtung B nach A;30;08.10.2020 15:19
PKW;9;Richtung B nach A;40;08.10.2020 15:19
LKW;8;Richtung B nach A;42;08.10.2020 15:21
PKW;9;Richtung A nach B;46;08.10.2020 15:21
PKW;9;Richtung B nach A;43;08.10.2020 15:22
PKW;8;Richtung A nach B;47;08.10.2020 15:22
PKW;10;Richtung B nach A;48;08.10.2020 15:25
PKW;9;Richtung B nach A;40;08.10.2020 15:25
Leichtes Nutzfahrzeug;9;Richtung B nach A;42;08.10.2020 15:26
PKW;9;Richtung B nach A;36;08.10.2020 15:30
PKW;9;Richtung A nach B;39;08.10.2020 15:30
LKW mit Anhänger;7;Richtung A nach B;36;08.10.2020 15:31
PKW;8;Richtung A nach B;29;08.10.2020 15:31
Zweirad;7;Richtung B nach A;40;08.10.2020 15:31
Zweirad;10;Richtung A nach B;24;08.10.2020 15:33
PKW;9;Richtung B nach A;40;08.10.2020 15:33
PKW;9;Richtung B nach A;33;08.10.2020 15:33
LKW;8;Richtung A nach B;44;08.10.2020 15:34
PKW;9;Richtung B nach A;38;08.10.2020 15:34
PKW;9;Richtung B nach A;41;08.10.2020 15:34
PKW;10;Richtung A nach B;45;08.10.2020 15:35
PKW;9;Richtung B nach A;42;08.10.2020 15:35
PKW;9;Richtung B nach A;37;08.10.2020 15:35
PKW;9;Richtung A nach B;37;08.10.2020 15:35
PKW;9;Richtung B nach A;43;08.10.2020 15:36
PKW;9;Richtung A nach B;42;08.10.2020 15:36
PKW;9;Richtung B nach A;39;08.10.2020 15:37
PKW;9;Richtung B nach A;39;08.10.2020 15:37
Leichtes Nutzfahrzeug;10;Richtung B nach A;38;08.10.2020 15:38
PKW;9;Richtung B nach A;41;08.10.2020 15:40
PKW;9;Richtung B nach A;33;08.10.2020 15:42
PKW;9;Richtung A nach B;38;08.10.2020 15:42
LKW;8;Richtung B nach A;41;08.10.2020 15:42
PKW;9;Richtung B nach A;38;08.10.2020 15:43
PKW;9;Richtung B nach A;37;08.10.2020 15:43
PKW;8;Richtung B nach A;41;08.10.2020 15:44
PKW;10;Richtung B nach A;33;08.10.2020 15:45
PKW;9;Richtung A nach B;43;08.10.2020 15:45
Zweirad;8;Richtung A nach B;38;08.10.2020 15:45
PKW;9;Richtung B nach A;47;08.10.2020 15:46
LKW;9;Richtung A nach B;33;08.10.2020 15:47
PKW;8;Richtung B nach A;41;08.10.2020 15:47
PKW;9;Richtung A nach B;41;08.10.2020 15:47
PKW;9;Richtung B nach A;41;08.10.2020 15:48
PKW;9;Richtung B nach A;32;08.10.2020 15:48
PKW;9;Richtung B nach A;41;08.10.2020 15:49
PKW;9;Richtung B nach A;43;08.10.2020 15:50
PKW;10;Richtung B nach A;39;08.10.2020 15:51
PKW;9;Richtung B nach A;47;08.10.2020 15:52
PKW;9;Richtung A nach B;37;08.10.2020 15:53
PKW;9;Richtung B nach A;38;08.10.2020 15:54
PKW;9;Richtung B nach A;40;08.10.2020 15:55
PKW;9;Richtung B nach A;39;08.10.2020 15:55
PKW;9;Richtung B nach A;36;08.10.2020 15:55
Zweirad;9;Richtung A nach B;29;08.10.2020 15:56
PKW;9;Richtung B nach A;39;08.10.2020 15:58
PKW;9;Richtung A nach B;27;08.10.2020 15:59
PKW;9;Richtung B nach A;42;08.10.2020 16:00
PKW;4;Richtung A nach B;45;08.10.2020 16:01
PKW;9;Richtung B nach A;43;08.10.2020 16:01
PKW;9;Richtung B nach A;38;08.10.2020 16:01
PKW;9;Richtung B nach A;46;08.10.2020 16:01
LKW;9;Richtung A nach B;39;08.10.2020 16:02
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;08.10.2020 16:02
PKW;9;Richtung B nach A;33;08.10.2020 16:02
PKW;9;Richtung A nach B;37;08.10.2020 16:02
PKW;9;Richtung B nach A;38;08.10.2020 16:03
PKW;9;Richtung B nach A;34;08.10.2020 16:03
Leichtes Nutzfahrzeug;8;Richtung B nach A;36;08.10.2020 16:03
PKW;9;Richtung B nach A;37;08.10.2020 16:03
PKW;10;Richtung A nach B;42;08.10.2020 16:04
PKW;10;Richtung B nach A;36;08.10.2020 16:04
PKW;9;Richtung B nach A;38;08.10.2020 16:04
PKW;9;Richtung B nach A;36;08.10.2020 16:05
PKW;9;Richtung B nach A;44;08.10.2020 16:05
PKW;9;Richtung B nach A;39;08.10.2020 16:05
PKW;9;Richtung B nach A;39;08.10.2020 16:05
PKW;9;Richtung B nach A;30;08.10.2020 16:06
LKW;8;Richtung A nach B;35;08.10.2020 16:07
PKW;10;Richtung B nach A;38;08.10.2020 16:08
PKW;9;Richtung B nach A;38;08.10.2020 16:08
PKW;9;Richtung B nach A;41;08.10.2020 16:09
PKW;10;Richtung B nach A;39;08.10.2020 16:09
PKW;9;Richtung A nach B;43;08.10.2020 16:09
Zweirad;9;Richtung B nach A;37;08.10.2020 16:12
PKW;9;Richtung A nach B;43;08.10.2020 16:13
PKW;10;Richtung B nach A;35;08.10.2020 16:13
PKW;9;Richtung B nach A;33;08.10.2020 16:13
LKW;6;Richtung A nach B;47;08.10.2020 16:13
Leichtes Nutzfahrzeug;9;Richtung A nach B;39;08.10.2020 16:14
Zweirad;9;Richtung A nach B;43;08.10.2020 16:15
PKW;7;Richtung A nach B;43;08.10.2020 16:15
LKW mit Anhänger;8;Richtung A nach B;37;08.10.2020 16:16
PKW;10;Richtung B nach A;37;08.10.2020 16:17
PKW;9;Richtung B nach A;40;08.10.2020 16:18
PKW;9;Richtung B nach A;35;08.10.2020 16:18
PKW;9;Richtung B nach A;36;08.10.2020 16:19
PKW;9;Richtung A nach B;38;08.10.2020 16:19
PKW;9;Richtung B nach A;37;08.10.2020 16:20
PKW;9;Richtung A nach B;45;08.10.2020 16:20
PKW;10;Richtung B nach A;35;08.10.2020 16:20
PKW;4;Richtung B nach A;47;08.10.2020 16:22
PKW;9;Richtung B nach A;40;08.10.2020 16:24
PKW;10;Richtung A nach B;42;08.10.2020 16:24
PKW;9;Richtung B nach A;39;08.10.2020 16:25
PKW;9;Richtung A nach B;41;08.10.2020 16:25
PKW;10;Richtung A nach B;41;08.10.2020 16:26
PKW;10;Richtung B nach A;29;08.10.2020 16:27
LKW;3;Richtung A nach B;45;08.10.2020 16:27
PKW;9;Richtung B nach A;37;08.10.2020 16:27
PKW;9;Richtung B nach A;37;08.10.2020 16:28
PKW;9;Richtung B nach A;40;08.10.2020 16:28
PKW;8;Richtung B nach A;46;08.10.2020 16:28
PKW;9;Richtung B nach A;38;08.10.2020 16:28
PKW;9;Richtung B nach A;38;08.10.2020 16:30
PKW;10;Richtung B nach A;43;08.10.2020 16:31
PKW;9;Richtung B nach A;45;08.10.2020 16:31
PKW;9;Richtung B nach A;46;08.10.2020 16:31
LKW;6;Richtung A nach B;42;08.10.2020 16:32
Leichtes Nutzfahrzeug;8;Richtung A nach B;34;08.10.2020 16:33
PKW;9;Richtung A nach B;34;08.10.2020 16:33
PKW;6;Richtung A nach B;39;08.10.2020 16:33
PKW;9;Richtung A nach B;41;08.10.2020 16:34
Zweirad;9;Richtung B nach A;33;08.10.2020 16:34
Leichtes Nutzfahrzeug;9;Richtung B nach A;50;08.10.2020 16:36
PKW;8;Richtung B nach A;41;08.10.2020 16:36
PKW;8;Richtung B nach A;45;08.10.2020 16:36
Zweirad;8;Richtung A nach B;35;08.10.2020 16:37
PKW;8;Richtung B nach A;42;08.10.2020 16:38
PKW;9;Richtung B nach A;37;08.10.2020 16:39
PKW;8;Richtung B nach A;43;08.10.2020 16:39
PKW;9;Richtung B nach A;38;08.10.2020 16:39
PKW;9;Richtung B nach A;39;08.10.2020 16:41
PKW;9;Richtung B nach A;34;08.10.2020 16:41
LKW;8;Richtung B nach A;41;08.10.2020 16:42
PKW;10;Richtung B nach A;41;08.10.2020 16:42
PKW;9;Richtung B nach A;38;08.10.2020 16:42
PKW;10;Richtung B nach A;29;08.10.2020 16:43
PKW;7;Richtung B nach A;45;08.10.2020 16:44
PKW;10;Richtung B nach A;44;08.10.2020 16:45
PKW;10;Richtung A nach B;39;08.10.2020 16:45
Leichtes Nutzfahrzeug;10;Richtung B nach A;36;08.10.2020 16:45
Zweirad;9;Richtung A nach B;36;08.10.2020 16:46
PKW;9;Richtung B nach A;34;08.10.2020 16:47
Leichtes Nutzfahrzeug;7;Richtung B nach A;41;08.10.2020 16:48
PKW;8;Richtung B nach A;39;08.10.2020 16:48
PKW;7;Richtung A nach B;41;08.10.2020 16:48
Leichtes Nutzfahrzeug;6;Richtung A nach B;34;08.10.2020 16:49
LKW;4;Richtung A nach B;42;08.10.2020 16:49
Leichtes Nutzfahrzeug;6;Richtung A nach B;40;08.10.2020 16:51
LKW mit Anhänger;4;Richtung A nach B;56;08.10.2020 16:51
Leichtes Nutzfahrzeug;8;Richtung A nach B;33;08.10.2020 16:51
PKW;9;Richtung B nach A;40;08.10.2020 16:51
PKW;9;Richtung A nach B;51;08.10.2020 16:51
Leichtes Nutzfahrzeug;8;Richtung B nach A;43;08.10.2020 16:54
PKW;9;Richtung A nach B;45;08.10.2020 16:55
Leichtes Nutzfahrzeug;9;Richtung B nach A;48;08.10.2020 16:55
PKW;9;Richtung A nach B;34;08.10.2020 16:56
PKW;9;Richtung B nach A;36;08.10.2020 16:56
PKW;10;Richtung A nach B;35;08.10.2020 16:56
PKW;10;Richtung B nach A;44;08.10.2020 16:57
PKW;9;Richtung B nach A;49;08.10.2020 16:57
PKW;9;Richtung B nach A;38;08.10.2020 16:58
PKW;8;Richtung A nach B;31;08.10.2020 16:58
PKW;9;Richtung A nach B;37;08.10.2020 17:00
PKW;9;Richtung B nach A;35;08.10.2020 17:00
PKW;9;Richtung B nach A;42;08.10.2020 17:01
PKW;9;Richtung B nach A;41;08.10.2020 17:01
PKW;7;Richtung B nach A;45;08.10.2020 17:02
PKW;10;Richtung B nach A;40;08.10.2020 17:02
PKW;9;Richtung B nach A;33;08.10.2020 17:03
PKW;9;Richtung B nach A;35;08.10.2020 17:03
PKW;9;Richtung B nach A;42;08.10.2020 17:04
PKW;8;Richtung B nach A;43;08.10.2020 17:04
PKW;9;Richtung B nach A;53;08.10.2020 17:04
PKW;10;Richtung B nach A;42;08.10.2020 17:05
PKW;9;Richtung B nach A;38;08.10.2020 17:05
PKW;7;Richtung B nach A;41;08.10.2020 17:06
PKW;9;Richtung B nach A;40;08.10.2020 17:06
PKW;9;Richtung B nach A;42;08.10.2020 17:06
PKW;9;Richtung A nach B;41;08.10.2020 17:08
PKW;9;Richtung B nach A;48;08.10.2020 17:08
Leichtes Nutzfahrzeug;8;Richtung B nach A;30;08.10.2020 17:09
LKW mit Anhänger;0;Richtung A nach B;49;08.10.2020 17:09
PKW;9;Richtung B nach A;39;08.10.2020 17:09
PKW;9;Richtung B nach A;39;08.10.2020 17:09
PKW;10;Richtung A nach B;44;08.10.2020 17:11
PKW;10;Richtung B nach A;36;08.10.2020 17:12
Leichtes Nutzfahrzeug;8;Richtung A nach B;34;08.10.2020 17:12
PKW;10;Richtung B nach A;26;08.10.2020 17:13
PKW;10;Richtung B nach A;35;08.10.2020 17:14
Leichtes Nutzfahrzeug;9;Richtung B nach A;50;08.10.2020 17:14
LKW;9;Richtung A nach B;47;08.10.2020 17:14
PKW;9;Richtung B nach A;33;08.10.2020 17:15
PKW;10;Richtung B nach A;33;08.10.2020 17:15
PKW;9;Richtung B nach A;50;08.10.2020 17:16
PKW;9;Richtung B nach A;41;08.10.2020 17:17
PKW;9;Richtung B nach A;43;08.10.2020 17:17
Zweirad;9;Richtung B nach A;33;08.10.2020 17:17
PKW;10;Richtung A nach B;36;08.10.2020 17:18
PKW;9;Richtung B nach A;40;08.10.2020 17:19
PKW;9;Richtung B nach A;49;08.10.2020 17:19
PKW;9;Richtung B nach A;41;08.10.2020 17:20
PKW;8;Richtung A nach B;49;08.10.2020 17:21
Zweirad;10;Richtung B nach A;32;08.10.2020 17:21
Leichtes Nutzfahrzeug;8;Richtung B nach A;40;08.10.2020 17:22
Zweirad;9;Richtung B nach A;34;08.10.2020 17:22
PKW;8;Richtung A nach B;55;08.10.2020 17:24
Zweirad;10;Richtung B nach A;29;08.10.2020 17:24
PKW;9;Richtung A nach B;30;08.10.2020 17:24
Leichtes Nutzfahrzeug;8;Richtung B nach A;44;08.10.2020 17:24
PKW;8;Richtung A nach B;41;08.10.2020 17:26
PKW;10;Richtung B nach A;47;08.10.2020 17:27
PKW;9;Richtung B nach A;41;08.10.2020 17:29
PKW;9;Richtung A nach B;40;08.10.2020 17:30
PKW;0;Richtung A nach B;49;08.10.2020 17:33
PKW;9;Richtung A nach B;41;08.10.2020 17:37
PKW;9;Richtung B nach A;37;08.10.2020 17:39
PKW;9;Richtung B nach A;35;08.10.2020 17:39
Zweirad;8;Richtung A nach B;33;08.10.2020 17:39
PKW;10;Richtung B nach A;37;08.10.2020 17:42
PKW;8;Richtung A nach B;49;08.10.2020 17:42
LKW;8;Richtung B nach A;36;08.10.2020 17:43
PKW;9;Richtung B nach A;32;08.10.2020 17:44
PKW;9;Richtung A nach B;40;08.10.2020 17:45
PKW;10;Richtung B nach A;33;08.10.2020 17:47
PKW;9;Richtung B nach A;41;08.10.2020 17:49
PKW;10;Richtung B nach A;37;08.10.2020 17:49
LKW mit Anhänger;7;Richtung A nach B;44;08.10.2020 17:50
PKW;9;Richtung A nach B;34;08.10.2020 17:50
Zweirad;8;Richtung A nach B;30;08.10.2020 17:50
PKW;9;Richtung B nach A;38;08.10.2020 17:53
PKW;9;Richtung B nach A;38;08.10.2020 17:57
PKW;9;Richtung B nach A;39;08.10.2020 17:58
PKW;9;Richtung B nach A;41;08.10.2020 17:58
PKW;9;Richtung B nach A;40;08.10.2020 18:01
PKW;9;Richtung B nach A;37;08.10.2020 18:02
PKW;10;Richtung B nach A;42;08.10.2020 18:03
Zweirad;9;Richtung B nach A;34;08.10.2020 18:03
PKW;9;Richtung B nach A;31;08.10.2020 18:04
PKW;9;Richtung B nach A;40;08.10.2020 18:05
PKW;9;Richtung A nach B;52;08.10.2020 18:05
PKW;10;Richtung B nach A;41;08.10.2020 18:06
PKW;9;Richtung B nach A;40;08.10.2020 18:06
PKW;9;Richtung B nach A;37;08.10.2020 18:06
PKW;10;Richtung B nach A;43;08.10.2020 18:07
PKW;10;Richtung B nach A;36;08.10.2020 18:08
PKW;9;Richtung B nach A;39;08.10.2020 18:13
PKW;9;Richtung B nach A;43;08.10.2020 18:13
LKW;8;Richtung A nach B;47;08.10.2020 18:14
Zweirad;9;Richtung A nach B;44;08.10.2020 18:14
PKW;9;Richtung B nach A;38;08.10.2020 18:14
Zweirad;9;Richtung B nach A;26;08.10.2020 18:15
PKW;9;Richtung B nach A;34;08.10.2020 18:16
PKW;9;Richtung A nach B;55;08.10.2020 18:17
PKW;9;Richtung A nach B;43;08.10.2020 18:18
PKW;9;Richtung A nach B;54;08.10.2020 18:20
PKW;9;Richtung B nach A;37;08.10.2020 18:20
LKW mit Anhänger;9;Richtung B nach A;52;08.10.2020 18:22
PKW;9;Richtung B nach A;38;08.10.2020 18:24
PKW;9;Richtung B nach A;40;08.10.2020 18:26
PKW;10;Richtung B nach A;38;08.10.2020 18:26
Leichtes Nutzfahrzeug;5;Richtung B nach A;41;08.10.2020 18:27
Zweirad;0;Richtung B nach A;45;08.10.2020 18:27
PKW;4;Richtung B nach A;42;08.10.2020 18:27
Zweirad;9;Richtung B nach A;26;08.10.2020 18:27
PKW;10;Richtung B nach A;40;08.10.2020 18:35
Leichtes Nutzfahrzeug;8;Richtung A nach B;30;08.10.2020 18:36
LKW;7;Richtung A nach B;42;08.10.2020 18:37
LKW mit Anhänger;9;Richtung B nach A;47;08.10.2020 18:42
Leichtes Nutzfahrzeug;4;Richtung B nach A;44;08.10.2020 18:43
PKW;4;Richtung B nach A;44;08.10.2020 18:43
Zweirad;8;Richtung A nach B;35;08.10.2020 18:45
PKW;9;Richtung B nach A;43;08.10.2020 18:48
PKW;9;Richtung A nach B;33;08.10.2020 18:48
Zweirad;9;Richtung A nach B;37;08.10.2020 18:48
LKW mit Anhänger;9;Richtung B nach A;32;08.10.2020 18:49
PKW;9;Richtung A nach B;36;08.10.2020 18:54
PKW;9;Richtung B nach A;39;08.10.2020 18:55
Zweirad;9;Richtung B nach A;28;08.10.2020 18:56
PKW;9;Richtung B nach A;44;08.10.2020 18:58
PKW;9;Richtung B nach A;39;08.10.2020 18:58
PKW;9;Richtung A nach B;45;08.10.2020 18:59
PKW;10;Richtung B nach A;32;08.10.2020 19:00
PKW;9;Richtung B nach A;31;08.10.2020 19:01
PKW;9;Richtung B nach A;32;08.10.2020 19:01
PKW;9;Richtung B nach A;42;08.10.2020 19:04
Leichtes Nutzfahrzeug;8;Richtung A nach B;29;08.10.2020 19:06
PKW;9;Richtung B nach A;41;08.10.2020 19:12
PKW;9;Richtung B nach A;40;08.10.2020 19:13
PKW;10;Richtung A nach B;37;08.10.2020 19:13
Leichtes Nutzfahrzeug;10;Richtung B nach A;42;08.10.2020 19:16
PKW;9;Richtung A nach B;42;08.10.2020 19:17
PKW;9;Richtung B nach A;39;08.10.2020 19:17
PKW;10;Richtung B nach A;40;08.10.2020 19:17
PKW;9;Richtung B nach A;35;08.10.2020 19:18
Zweirad;9;Richtung A nach B;33;08.10.2020 19:18
LKW;8;Richtung B nach A;43;08.10.2020 19:21
PKW;9;Richtung B nach A;38;08.10.2020 19:24
Zweirad;9;Richtung B nach A;21;08.10.2020 19:28
PKW;9;Richtung B nach A;38;08.10.2020 19:28
PKW;9;Richtung B nach A;46;08.10.2020 19:28
PKW;9;Richtung A nach B;40;08.10.2020 19:29
PKW;9;Richtung B nach A;36;08.10.2020 19:30
PKW;6;Richtung A nach B;37;08.10.2020 19:30
LKW;8;Richtung A nach B;43;08.10.2020 19:32
PKW;10;Richtung B nach A;36;08.10.2020 19:38
PKW;9;Richtung B nach A;42;08.10.2020 19:40
Zweirad;8;Richtung B nach A;27;08.10.2020 19:40
PKW;9;Richtung B nach A;40;08.10.2020 19:42
PKW;9;Richtung B nach A;38;08.10.2020 19:46
Zweirad;10;Richtung B nach A;27;08.10.2020 19:49
PKW;9;Richtung B nach A;33;08.10.2020 19:52
Leichtes Nutzfahrzeug;8;Richtung A nach B;31;08.10.2020 19:53
PKW;9;Richtung A nach B;40;08.10.2020 19:54
PKW;9;Richtung A nach B;40;08.10.2020 19:57
Leichtes Nutzfahrzeug;9;Richtung B nach A;49;08.10.2020 20:03
PKW;9;Richtung B nach A;43;08.10.2020 20:04
PKW;9;Richtung A nach B;45;08.10.2020 20:05
Zweirad;7;Richtung A nach B;33;08.10.2020 20:12
PKW;9;Richtung A nach B;40;08.10.2020 20:14
Zweirad;9;Richtung B nach A;26;08.10.2020 20:15
PKW;9;Richtung B nach A;42;08.10.2020 20:18
LKW mit Anhänger;9;Richtung B nach A;34;08.10.2020 20:19
LKW;8;Richtung B nach A;40;08.10.2020 20:23
PKW;9;Richtung B nach A;36;08.10.2020 20:23
LKW;8;Richtung B nach A;34;08.10.2020 20:25
PKW;8;Richtung A nach B;42;08.10.2020 20:33
Zweirad;9;Richtung B nach A;28;08.10.2020 20:34
LKW;9;Richtung A nach B;49;08.10.2020 20:36
LKW;8;Richtung B nach A;40;08.10.2020 20:37
LKW mit Anhänger;8;Richtung A nach B;37;08.10.2020 20:37
LKW mit Anhänger;8;Richtung B nach A;39;08.10.2020 20:38
LKW mit Anhänger;8;Richtung B nach A;31;08.10.2020 20:40
PKW;9;Richtung B nach A;43;08.10.2020 20:50
Zweirad;10;Richtung B nach A;26;08.10.2020 20:51
PKW;10;Richtung A nach B;35;08.10.2020 20:54
PKW;9;Richtung B nach A;41;08.10.2020 20:54
Leichtes Nutzfahrzeug;8;Richtung B nach A;35;08.10.2020 20:55
PKW;10;Richtung B nach A;42;08.10.2020 20:58
PKW;10;Richtung B nach A;35;08.10.2020 21:00
Leichtes Nutzfahrzeug;9;Richtung B nach A;57;08.10.2020 21:04
PKW;9;Richtung B nach A;41;08.10.2020 21:13
PKW;8;Richtung B nach A;39;08.10.2020 21:15
PKW;9;Richtung B nach A;46;08.10.2020 21:15
PKW;10;Richtung B nach A;42;08.10.2020 21:16
PKW;8;Richtung B nach A;35;08.10.2020 21:20
Leichtes Nutzfahrzeug;7;Richtung A nach B;43;08.10.2020 21:22
Leichtes Nutzfahrzeug;9;Richtung A nach B;32;08.10.2020 21:22
LKW;10;Richtung B nach A;39;08.10.2020 21:24
PKW;9;Richtung B nach A;38;08.10.2020 21:24
PKW;9;Richtung B nach A;37;08.10.2020 21:31
LKW;8;Richtung A nach B;41;08.10.2020 21:34
LKW mit Anhänger;8;Richtung B nach A;38;08.10.2020 21:45
PKW;9;Richtung B nach A;39;08.10.2020 21:45
PKW;9;Richtung A nach B;41;08.10.2020 21:47
PKW;9;Richtung A nach B;43;08.10.2020 21:47
PKW;10;Richtung B nach A;41;08.10.2020 21:49
Leichtes Nutzfahrzeug;6;Richtung B nach A;38;08.10.2020 21:51
LKW mit Anhänger;0;Richtung B nach A;46;08.10.2020 21:51
Leichtes Nutzfahrzeug;5;Richtung B nach A;42;08.10.2020 21:51
Zweirad;8;Richtung A nach B;35;08.10.2020 22:01
PKW;9;Richtung A nach B;43;08.10.2020 22:02
PKW;9;Richtung B nach A;38;08.10.2020 22:05
PKW;8;Richtung A nach B;37;08.10.2020 22:05
LKW mit Anhänger;8;Richtung B nach A;38;08.10.2020 22:14
PKW;9;Richtung B nach A;44;08.10.2020 22:15
Zweirad;9;Richtung B nach A;32;08.10.2020 22:19
LKW mit Anhänger;9;Richtung B nach A;38;08.10.2020 22:23
LKW mit Anhänger;8;Richtung B nach A;44;08.10.2020 22:29
PKW;9;Richtung B nach A;38;08.10.2020 22:29
PKW;10;Richtung B nach A;34;08.10.2020 22:29
PKW;9;Richtung B nach A;41;08.10.2020 22:30
Leichtes Nutzfahrzeug;4;Richtung A nach B;45;08.10.2020 22:31
PKW;9;Richtung A nach B;36;08.10.2020 22:31
PKW;10;Richtung B nach A;43;08.10.2020 22:31
PKW;10;Richtung B nach A;43;08.10.2020 22:31
PKW;9;Richtung B nach A;36;08.10.2020 22:32
Leichtes Nutzfahrzeug;4;Richtung A nach B;43;08.10.2020 22:35
Zweirad;9;Richtung B nach A;28;08.10.2020 22:37
LKW mit Anhänger;8;Richtung B nach A;36;08.10.2020 23:22
PKW;5;Richtung B nach A;40;08.10.2020 23:23
Leichtes Nutzfahrzeug;4;Richtung B nach A;39;08.10.2020 23:23
LKW;6;Richtung A nach B;44;08.10.2020 23:36
PKW;9;Richtung B nach A;40;09.10.2020 00:09
PKW;9;Richtung A nach B;43;09.10.2020 00:15
PKW;9;Richtung B nach A;40;09.10.2020 00:55
PKW;9;Richtung A nach B;45;09.10.2020 01:04
LKW mit Anhänger;5;Richtung A nach B;45;09.10.2020 01:14
PKW;9;Richtung A nach B;35;09.10.2020 01:41
PKW;9;Richtung A nach B;50;09.10.2020 01:47
PKW;6;Richtung A nach B;46;09.10.2020 02:04
PKW;9;Richtung B nach A;34;09.10.2020 02:14
LKW;4;Richtung A nach B;45;09.10.2020 03:49
Zweirad;5;Richtung A nach B;79;09.10.2020 03:52
PKW;9;Richtung B nach A;30;09.10.2020 03:53
Leichtes Nutzfahrzeug;8;Richtung A nach B;36;09.10.2020 03:58
Leichtes Nutzfahrzeug;8;Richtung B nach A;35;09.10.2020 04:06
Zweirad;4;Richtung A nach B;60;09.10.2020 04:16
Zweirad;0;Richtung B nach A;50;09.10.2020 04:24
PKW;9;Richtung A nach B;32;09.10.2020 04:31
PKW;7;Richtung A nach B;43;09.10.2020 04:38
PKW;8;Richtung A nach B;40;09.10.2020 04:39
PKW;9;Richtung A nach B;42;09.10.2020 04:39
PKW;9;Richtung B nach A;31;09.10.2020 04:40
PKW;8;Richtung A nach B;41;09.10.2020 04:41
PKW;10;Richtung A nach B;30;09.10.2020 04:42
PKW;8;Richtung A nach B;38;09.10.2020 04:45
PKW;10;Richtung A nach B;37;09.10.2020 04:45
PKW;9;Richtung A nach B;32;09.10.2020 04:47
PKW;8;Richtung A nach B;39;09.10.2020 04:47
PKW;9;Richtung A nach B;35;09.10.2020 04:48
PKW;8;Richtung A nach B;37;09.10.2020 04:48
PKW;9;Richtung A nach B;34;09.10.2020 04:48
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;09.10.2020 04:50
PKW;9;Richtung A nach B;35;09.10.2020 04:50
PKW;10;Richtung A nach B;37;09.10.2020 04:51
PKW;8;Richtung A nach B;42;09.10.2020 04:53
PKW;9;Richtung A nach B;51;09.10.2020 04:54
PKW;8;Richtung A nach B;43;09.10.2020 04:58
PKW;8;Richtung A nach B;46;09.10.2020 05:07
PKW;9;Richtung A nach B;49;09.10.2020 05:08
PKW;9;Richtung A nach B;43;09.10.2020 05:15
PKW;9;Richtung A nach B;41;09.10.2020 05:23
PKW;8;Richtung A nach B;42;09.10.2020 05:23
LKW mit Anhänger;6;Richtung B nach A;39;09.10.2020 05:24
LKW;8;Richtung A nach B;44;09.10.2020 05:33
PKW;8;Richtung A nach B;39;09.10.2020 05:38
PKW;9;Richtung A nach B;33;09.10.2020 05:38
PKW;9;Richtung A nach B;43;09.10.2020 05:39
LKW;7;Richtung B nach A;45;09.10.2020 05:40
PKW;9;Richtung A nach B;47;09.10.2020 05:40
Leichtes Nutzfahrzeug;8;Richtung B nach A;39;09.10.2020 05:42
PKW;8;Richtung A nach B;39;09.10.2020 05:42
PKW;9;Richtung B nach A;42;09.10.2020 05:44
Leichtes Nutzfahrzeug;8;Richtung B nach A;43;09.10.2020 05:47
PKW;10;Richtung A nach B;46;09.10.2020 05:47
PKW;10;Richtung B nach A;36;09.10.2020 05:48
PKW;9;Richtung A nach B;30;09.10.2020 05:48
PKW;9;Richtung A nach B;45;09.10.2020 05:49
Zweirad;8;Richtung A nach B;52;09.10.2020 05:49
PKW;9;Richtung A nach B;45;09.10.2020 05:49
