Classification; Confidence; Direction; Speed in km/h; Time
Zweirad;9;Richtung B nach A;32;01.10.2020 05:38
PKW;10;Richtung B nach A;35;01.10.2020 05:38
LKW;9;Richtung B nach A;41;01.10.2020 05:40
PKW;9;Richtung A nach B;36;01.10.2020 05:42
PKW;10;Richtung B nach A;43;01.10.2020 05:48
Leichtes Nutzfahrzeug;8;Richtung B nach A;44;01.10.2020 05:48
PKW;9;Richtung A nach B;41;01.10.2020 05:50
PKW;10;Richtung A nach B;40;01.10.2020 05:50
PKW;9;Richtung B nach A;35;01.10.2020 05:50
PKW;9;Richtung A nach B;38;01.10.2020 05:51
PKW;10;Richtung A nach B;38;01.10.2020 05:51
Zweirad;9;Richtung A nach B;55;01.10.2020 05:53
PKW;10;Richtung A nach B;41;01.10.2020 05:53
PKW;9;Richtung A nach B;43;01.10.2020 05:54
PKW;9;Richtung A nach B;41;01.10.2020 05:56
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;01.10.2020 05:57
PKW;8;Richtung A nach B;45;01.10.2020 06:01
PKW;10;Richtung A nach B;42;01.10.2020 06:01
PKW;9;Richtung A nach B;39;01.10.2020 06:02
PKW;10;Richtung A nach B;39;01.10.2020 06:02
PKW;9;Richtung A nach B;38;01.10.2020 06:02
PKW;9;Richtung A nach B;38;01.10.2020 06:08
PKW;9;Richtung A nach B;39;01.10.2020 06:08
LKW;7;Richtung A nach B;47;01.10.2020 06:10
PKW;9;Richtung A nach B;40;01.10.2020 06:10
PKW;9;Richtung A nach B;36;01.10.2020 06:10
Leichtes Nutzfahrzeug;9;Richtung A nach B;42;01.10.2020 06:13
PKW;9;Richtung A nach B;37;01.10.2020 06:14
Leichtes Nutzfahrzeug;7;Richtung B nach A;41;01.10.2020 06:17
PKW;10;Richtung A nach B;40;01.10.2020 06:19
LKW;9;Richtung B nach A;41;01.10.2020 06:20
PKW;10;Richtung A nach B;40;01.10.2020 06:22
PKW;10;Richtung A nach B;34;01.10.2020 06:23
PKW;9;Richtung A nach B;37;01.10.2020 06:23
PKW;9;Richtung B nach A;36;01.10.2020 06:24
Zweirad;8;Richtung A nach B;41;01.10.2020 06:24
PKW;9;Richtung A nach B;45;01.10.2020 06:25
PKW;9;Richtung A nach B;38;01.10.2020 06:26
PKW;9;Richtung A nach B;47;01.10.2020 06:26
PKW;9;Richtung A nach B;43;01.10.2020 06:26
PKW;9;Richtung A nach B;45;01.10.2020 06:28
PKW;10;Richtung A nach B;36;01.10.2020 06:28
PKW;9;Richtung A nach B;34;01.10.2020 06:28
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;01.10.2020 06:29
PKW;9;Richtung A nach B;41;01.10.2020 06:29
PKW;10;Richtung A nach B;40;01.10.2020 06:30
PKW;9;Richtung A nach B;40;01.10.2020 06:30
PKW;10;Richtung B nach A;36;01.10.2020 06:31
Leichtes Nutzfahrzeug;8;Richtung B nach A;39;01.10.2020 06:31
Zweirad;10;Richtung A nach B;29;01.10.2020 06:32
PKW;9;Richtung A nach B;39;01.10.2020 06:32
PKW;10;Richtung A nach B;31;01.10.2020 06:33
PKW;9;Richtung A nach B;56;01.10.2020 06:34
PKW;10;Richtung A nach B;49;01.10.2020 06:34
PKW;9;Richtung A nach B;38;01.10.2020 06:35
PKW;9;Richtung B nach A;48;01.10.2020 06:36
PKW;9;Richtung A nach B;40;01.10.2020 06:38
LKW mit Anhänger;8;Richtung B nach A;34;01.10.2020 06:38
PKW;9;Richtung A nach B;38;01.10.2020 06:38
PKW;10;Richtung A nach B;41;01.10.2020 06:41
LKW;9;Richtung B nach A;41;01.10.2020 06:42
PKW;10;Richtung B nach A;34;01.10.2020 06:42
PKW;8;Richtung A nach B;41;01.10.2020 06:45
PKW;9;Richtung A nach B;40;01.10.2020 06:45
PKW;9;Richtung B nach A;31;01.10.2020 06:46
PKW;10;Richtung A nach B;43;01.10.2020 06:47
PKW;10;Richtung A nach B;40;01.10.2020 06:48
PKW;9;Richtung A nach B;48;01.10.2020 06:48
PKW;10;Richtung A nach B;43;01.10.2020 06:48
PKW;9;Richtung A nach B;37;01.10.2020 06:49
PKW;10;Richtung B nach A;56;01.10.2020 06:49
PKW;9;Richtung A nach B;36;01.10.2020 06:50
PKW;9;Richtung B nach A;44;01.10.2020 06:50
Zweirad;9;Richtung A nach B;24;01.10.2020 06:50
PKW;10;Richtung A nach B;36;01.10.2020 06:52
PKW;9;Richtung A nach B;40;01.10.2020 06:52
PKW;8;Richtung B nach A;45;01.10.2020 06:54
PKW;9;Richtung B nach A;32;01.10.2020 06:55
PKW;9;Richtung A nach B;38;01.10.2020 06:55
Zweirad;9;Richtung B nach A;30;01.10.2020 06:55
Leichtes Nutzfahrzeug;9;Richtung A nach B;36;01.10.2020 06:56
PKW;10;Richtung A nach B;33;01.10.2020 06:56
PKW;10;Richtung A nach B;33;01.10.2020 06:56
PKW;9;Richtung A nach B;41;01.10.2020 06:58
PKW;9;Richtung A nach B;49;01.10.2020 06:59
PKW;9;Richtung A nach B;46;01.10.2020 06:59
PKW;8;Richtung A nach B;40;01.10.2020 06:59
Leichtes Nutzfahrzeug;8;Richtung A nach B;39;01.10.2020 07:00
PKW;9;Richtung A nach B;38;01.10.2020 07:02
PKW;9;Richtung B nach A;45;01.10.2020 07:03
PKW;9;Richtung A nach B;37;01.10.2020 07:04
PKW;9;Richtung A nach B;37;01.10.2020 07:04
LKW;9;Richtung B nach A;30;01.10.2020 07:06
PKW;9;Richtung B nach A;37;01.10.2020 07:06
PKW;10;Richtung A nach B;44;01.10.2020 07:07
PKW;10;Richtung A nach B;30;01.10.2020 07:08
Leichtes Nutzfahrzeug;9;Richtung A nach B;35;01.10.2020 07:08
Zweirad;9;Richtung A nach B;29;01.10.2020 07:10
PKW;10;Richtung B nach A;36;01.10.2020 07:11
PKW;8;Richtung A nach B;49;01.10.2020 07:11
Zweirad;9;Richtung A nach B;38;01.10.2020 07:12
Zweirad;10;Richtung A nach B;36;01.10.2020 07:13
PKW;9;Richtung A nach B;35;01.10.2020 07:13
PKW;9;Richtung A nach B;42;01.10.2020 07:14
PKW;10;Richtung A nach B;38;01.10.2020 07:14
PKW;10;Richtung A nach B;42;01.10.2020 07:15
PKW;10;Richtung A nach B;37;01.10.2020 07:15
PKW;10;Richtung A nach B;40;01.10.2020 07:17
PKW;9;Richtung A nach B;39;01.10.2020 07:17
LKW;9;Richtung B nach A;41;01.10.2020 07:17
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;01.10.2020 07:18
PKW;10;Richtung A nach B;47;01.10.2020 07:18
PKW;9;Richtung A nach B;37;01.10.2020 07:19
PKW;9;Richtung A nach B;41;01.10.2020 07:20
PKW;10;Richtung A nach B;32;01.10.2020 07:20
PKW;8;Richtung A nach B;31;01.10.2020 07:20
PKW;9;Richtung A nach B;35;01.10.2020 07:21
PKW;10;Richtung B nach A;25;01.10.2020 07:21
PKW;9;Richtung B nach A;41;01.10.2020 07:22
PKW;9;Richtung A nach B;41;01.10.2020 07:22
PKW;9;Richtung A nach B;38;01.10.2020 07:22
PKW;9;Richtung B nach A;35;01.10.2020 07:23
Zweirad;9;Richtung A nach B;36;01.10.2020 07:23
Zweirad;10;Richtung B nach A;29;01.10.2020 07:24
LKW;10;Richtung A nach B;49;01.10.2020 07:25
PKW;8;Richtung A nach B;43;01.10.2020 07:26
Zweirad;9;Richtung A nach B;38;01.10.2020 07:28
PKW;8;Richtung A nach B;37;01.10.2020 07:28
PKW;9;Richtung A nach B;32;01.10.2020 07:28
PKW;9;Richtung A nach B;41;01.10.2020 07:30
PKW;9;Richtung A nach B;39;01.10.2020 07:31
PKW;8;Richtung B nach A;33;01.10.2020 07:32
PKW;9;Richtung A nach B;30;01.10.2020 07:32
Leichtes Nutzfahrzeug;5;Richtung A nach B;42;01.10.2020 07:32
PKW;10;Richtung A nach B;41;01.10.2020 07:33
Leichtes Nutzfahrzeug;4;Richtung A nach B;42;01.10.2020 07:33
LKW mit Anhänger;1;Richtung A nach B;42;01.10.2020 07:33
PKW;9;Richtung A nach B;27;01.10.2020 07:33
PKW;9;Richtung B nach A;36;01.10.2020 07:37
Zweirad;9;Richtung A nach B;38;01.10.2020 07:37
PKW;9;Richtung A nach B;35;01.10.2020 07:37
PKW;9;Richtung B nach A;32;01.10.2020 07:37
PKW;9;Richtung A nach B;29;01.10.2020 07:37
PKW;9;Richtung B nach A;35;01.10.2020 07:38
PKW;9;Richtung A nach B;38;01.10.2020 07:39
PKW;8;Richtung A nach B;39;01.10.2020 07:39
Leichtes Nutzfahrzeug;9;Richtung A nach B;36;01.10.2020 07:40
Leichtes Nutzfahrzeug;10;Richtung B nach A;33;01.10.2020 07:40
Leichtes Nutzfahrzeug;9;Richtung B nach A;36;01.10.2020 07:40
Leichtes Nutzfahrzeug;8;Richtung B nach A;35;01.10.2020 07:40
PKW;10;Richtung B nach A;36;01.10.2020 07:40
PKW;9;Richtung A nach B;37;01.10.2020 07:41
PKW;9;Richtung A nach B;36;01.10.2020 07:42
PKW;10;Richtung A nach B;36;01.10.2020 07:42
PKW;9;Richtung A nach B;33;01.10.2020 07:42
Zweirad;10;Richtung A nach B;29;01.10.2020 07:43
PKW;9;Richtung A nach B;40;01.10.2020 07:44
Zweirad;9;Richtung B nach A;32;01.10.2020 07:44
PKW;9;Richtung A nach B;45;01.10.2020 07:44
PKW;9;Richtung A nach B;41;01.10.2020 07:45
LKW;9;Richtung B nach A;39;01.10.2020 07:46
Zweirad;8;Richtung A nach B;31;01.10.2020 07:46
PKW;8;Richtung B nach A;30;01.10.2020 07:47
PKW;9;Richtung A nach B;35;01.10.2020 07:47
LKW;7;Richtung A nach B;39;01.10.2020 07:48
PKW;9;Richtung A nach B;32;01.10.2020 07:48
LKW;9;Richtung A nach B;27;01.10.2020 07:48
Leichtes Nutzfahrzeug;9;Richtung B nach A;31;01.10.2020 07:49
PKW;9;Richtung B nach A;32;01.10.2020 07:49
Zweirad;0;Richtung A nach B;42;01.10.2020 07:49
Zweirad;10;Richtung A nach B;28;01.10.2020 07:50
PKW;9;Richtung B nach A;41;01.10.2020 07:51
PKW;9;Richtung A nach B;45;01.10.2020 07:51
Leichtes Nutzfahrzeug;10;Richtung B nach A;44;01.10.2020 07:51
PKW;4;Richtung A nach B;45;01.10.2020 07:52
Zweirad;2;Richtung A nach B;47;01.10.2020 07:52
Leichtes Nutzfahrzeug;8;Richtung A nach B;30;01.10.2020 07:52
Zweirad;9;Richtung A nach B;19;01.10.2020 07:53
PKW;9;Richtung A nach B;36;01.10.2020 07:53
PKW;9;Richtung A nach B;31;01.10.2020 07:53
PKW;9;Richtung A nach B;30;01.10.2020 07:53
PKW;9;Richtung A nach B;45;01.10.2020 07:54
PKW;7;Richtung B nach A;35;01.10.2020 07:54
Leichtes Nutzfahrzeug;9;Richtung A nach B;36;01.10.2020 07:55
PKW;10;Richtung A nach B;46;01.10.2020 07:56
PKW;9;Richtung A nach B;44;01.10.2020 07:56
PKW;9;Richtung A nach B;44;01.10.2020 07:56
Zweirad;10;Richtung A nach B;30;01.10.2020 07:57
PKW;9;Richtung A nach B;35;01.10.2020 07:58
PKW;10;Richtung A nach B;50;01.10.2020 07:58
PKW;9;Richtung A nach B;41;01.10.2020 07:59
LKW;9;Richtung A nach B;44;01.10.2020 07:59
PKW;9;Richtung B nach A;37;01.10.2020 07:59
PKW;9;Richtung B nach A;42;01.10.2020 07:59
PKW;9;Richtung A nach B;38;01.10.2020 07:59
PKW;9;Richtung A nach B;43;01.10.2020 07:59
PKW;9;Richtung A nach B;40;01.10.2020 08:00
PKW;9;Richtung B nach A;44;01.10.2020 08:00
PKW;9;Richtung A nach B;51;01.10.2020 08:00
PKW;9;Richtung A nach B;33;01.10.2020 08:01
PKW;9;Richtung A nach B;47;01.10.2020 08:02
PKW;9;Richtung A nach B;42;01.10.2020 08:03
PKW;10;Richtung B nach A;28;01.10.2020 08:03
PKW;10;Richtung B nach A;38;01.10.2020 08:04
PKW;10;Richtung A nach B;44;01.10.2020 08:04
PKW;8;Richtung A nach B;46;01.10.2020 08:05
Zweirad;10;Richtung B nach A;27;01.10.2020 08:07
PKW;9;Richtung A nach B;35;01.10.2020 08:07
Leichtes Nutzfahrzeug;8;Richtung B nach A;40;01.10.2020 08:07
PKW;9;Richtung A nach B;37;01.10.2020 08:08
PKW;9;Richtung B nach A;41;01.10.2020 08:09
PKW;9;Richtung A nach B;47;01.10.2020 08:10
Leichtes Nutzfahrzeug;7;Richtung B nach A;42;01.10.2020 08:10
PKW;9;Richtung A nach B;44;01.10.2020 08:11
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;01.10.2020 08:11
PKW;10;Richtung A nach B;37;01.10.2020 08:11
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;01.10.2020 08:12
Zweirad;9;Richtung A nach B;39;01.10.2020 08:14
PKW;9;Richtung A nach B;39;01.10.2020 08:14
PKW;9;Richtung B nach A;35;01.10.2020 08:14
PKW;9;Richtung A nach B;39;01.10.2020 08:15
PKW;9;Richtung A nach B;37;01.10.2020 08:15
LKW;9;Richtung B nach A;41;01.10.2020 08:15
PKW;9;Richtung A nach B;40;01.10.2020 08:16
PKW;10;Richtung A nach B;26;01.10.2020 08:17
Leichtes Nutzfahrzeug;9;Richtung A nach B;32;01.10.2020 08:17
PKW;9;Richtung A nach B;34;01.10.2020 08:17
PKW;9;Richtung A nach B;29;01.10.2020 08:17
PKW;9;Richtung A nach B;35;01.10.2020 08:18
PKW;9;Richtung B nach A;32;01.10.2020 08:18
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;01.10.2020 08:19
PKW;9;Richtung B nach A;37;01.10.2020 08:20
PKW;9;Richtung A nach B;36;01.10.2020 08:20
PKW;9;Richtung A nach B;40;01.10.2020 08:21
PKW;9;Richtung A nach B;42;01.10.2020 08:21
LKW;8;Richtung A nach B;37;01.10.2020 08:23
PKW;9;Richtung A nach B;35;01.10.2020 08:23
PKW;9;Richtung A nach B;47;01.10.2020 08:24
PKW;10;Richtung A nach B;40;01.10.2020 08:24
PKW;9;Richtung A nach B;37;01.10.2020 08:24
PKW;10;Richtung A nach B;39;01.10.2020 08:24
PKW;9;Richtung A nach B;39;01.10.2020 08:24
Leichtes Nutzfahrzeug;9;Richtung B nach A;30;01.10.2020 08:25
PKW;9;Richtung A nach B;34;01.10.2020 08:25
PKW;9;Richtung A nach B;36;01.10.2020 08:26
Zweirad;7;Richtung A nach B;37;01.10.2020 08:26
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;01.10.2020 08:26
PKW;10;Richtung A nach B;39;01.10.2020 08:26
PKW;9;Richtung A nach B;34;01.10.2020 08:27
PKW;9;Richtung A nach B;45;01.10.2020 08:29
PKW;9;Richtung A nach B;39;01.10.2020 08:29
Leichtes Nutzfahrzeug;8;Richtung B nach A;43;01.10.2020 08:30
PKW;9;Richtung A nach B;41;01.10.2020 08:30
PKW;9;Richtung A nach B;38;01.10.2020 08:31
PKW;10;Richtung A nach B;31;01.10.2020 08:31
PKW;9;Richtung A nach B;40;01.10.2020 08:32
PKW;9;Richtung A nach B;37;01.10.2020 08:32
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;01.10.2020 08:32
Zweirad;9;Richtung A nach B;31;01.10.2020 08:33
PKW;9;Richtung A nach B;41;01.10.2020 08:35
PKW;9;Richtung A nach B;42;01.10.2020 08:36
PKW;9;Richtung A nach B;39;01.10.2020 08:36
PKW;10;Richtung A nach B;44;01.10.2020 08:36
PKW;10;Richtung B nach A;61;01.10.2020 08:37
PKW;9;Richtung A nach B;43;01.10.2020 08:38
PKW;10;Richtung B nach A;36;01.10.2020 08:38
PKW;9;Richtung A nach B;40;01.10.2020 08:41
LKW;10;Richtung B nach A;41;01.10.2020 08:42
Leichtes Nutzfahrzeug;9;Richtung B nach A;41;01.10.2020 08:43
PKW;8;Richtung B nach A;41;01.10.2020 08:43
PKW;9;Richtung A nach B;42;01.10.2020 08:44
PKW;9;Richtung A nach B;40;01.10.2020 08:44
Zweirad;9;Richtung A nach B;34;01.10.2020 08:45
Zweirad;9;Richtung A nach B;33;01.10.2020 08:45
PKW;9;Richtung A nach B;51;01.10.2020 08:46
PKW;10;Richtung A nach B;38;01.10.2020 08:46
PKW;9;Richtung B nach A;42;01.10.2020 08:49
PKW;9;Richtung B nach A;36;01.10.2020 08:49
PKW;9;Richtung A nach B;34;01.10.2020 08:49
PKW;10;Richtung A nach B;45;01.10.2020 08:50
PKW;8;Richtung A nach B;47;01.10.2020 08:50
PKW;9;Richtung B nach A;33;01.10.2020 08:51
PKW;9;Richtung A nach B;43;01.10.2020 08:52
PKW;9;Richtung A nach B;44;01.10.2020 08:53
Leichtes Nutzfahrzeug;4;Richtung A nach B;48;01.10.2020 08:54
PKW;9;Richtung A nach B;42;01.10.2020 08:54
Leichtes Nutzfahrzeug;9;Richtung B nach A;34;01.10.2020 08:55
PKW;9;Richtung B nach A;38;01.10.2020 08:56
PKW;9;Richtung A nach B;41;01.10.2020 08:56
PKW;10;Richtung A nach B;36;01.10.2020 08:56
PKW;9;Richtung A nach B;43;01.10.2020 08:58
PKW;9;Richtung A nach B;40;01.10.2020 08:59
PKW;9;Richtung B nach A;30;01.10.2020 08:59
PKW;9;Richtung A nach B;46;01.10.2020 08:59
PKW;9;Richtung A nach B;35;01.10.2020 09:00
Leichtes Nutzfahrzeug;9;Richtung A nach B;41;01.10.2020 09:00
PKW;10;Richtung A nach B;38;01.10.2020 09:02
PKW;9;Richtung A nach B;39;01.10.2020 09:02
PKW;10;Richtung A nach B;40;01.10.2020 09:03
PKW;9;Richtung A nach B;42;01.10.2020 09:04
PKW;9;Richtung B nach A;37;01.10.2020 09:04
PKW;9;Richtung B nach A;36;01.10.2020 09:04
PKW;9;Richtung B nach A;35;01.10.2020 09:04
PKW;10;Richtung A nach B;31;01.10.2020 09:05
PKW;9;Richtung B nach A;39;01.10.2020 09:05
PKW;5;Richtung B nach A;37;01.10.2020 09:05
PKW;9;Richtung A nach B;40;01.10.2020 09:05
PKW;9;Richtung A nach B;34;01.10.2020 09:06
Zweirad;10;Richtung A nach B;28;01.10.2020 09:07
PKW;9;Richtung B nach A;43;01.10.2020 09:07
PKW;9;Richtung A nach B;33;01.10.2020 09:07
PKW;9;Richtung A nach B;43;01.10.2020 09:08
Leichtes Nutzfahrzeug;10;Richtung A nach B;39;01.10.2020 09:08
Leichtes Nutzfahrzeug;8;Richtung B nach A;40;01.10.2020 09:08
PKW;9;Richtung B nach A;38;01.10.2020 09:09
PKW;10;Richtung B nach A;32;01.10.2020 09:09
LKW;4;Richtung A nach B;48;01.10.2020 09:10
PKW;9;Richtung A nach B;35;01.10.2020 09:10
PKW;9;Richtung A nach B;34;01.10.2020 09:10
PKW;10;Richtung A nach B;37;01.10.2020 09:11
PKW;9;Richtung A nach B;36;01.10.2020 09:11
Zweirad;9;Richtung A nach B;34;01.10.2020 09:13
Leichtes Nutzfahrzeug;9;Richtung A nach B;35;01.10.2020 09:13
PKW;9;Richtung A nach B;40;01.10.2020 09:13
Leichtes Nutzfahrzeug;5;Richtung A nach B;45;01.10.2020 09:14
PKW;9;Richtung A nach B;44;01.10.2020 09:15
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;01.10.2020 09:16
Leichtes Nutzfahrzeug;8;Richtung B nach A;39;01.10.2020 09:16
PKW;9;Richtung A nach B;43;01.10.2020 09:17
PKW;9;Richtung A nach B;47;01.10.2020 09:22
PKW;9;Richtung A nach B;40;01.10.2020 09:22
PKW;9;Richtung B nach A;33;01.10.2020 09:23
Zweirad;9;Richtung B nach A;28;01.10.2020 09:23
PKW;9;Richtung A nach B;35;01.10.2020 09:23
LKW mit Anhänger;9;Richtung B nach A;38;01.10.2020 09:23
PKW;9;Richtung B nach A;38;01.10.2020 09:24
PKW;4;Richtung A nach B;45;01.10.2020 09:26
PKW;10;Richtung A nach B;38;01.10.2020 09:27
PKW;9;Richtung A nach B;39;01.10.2020 09:31
Zweirad;10;Richtung B nach A;33;01.10.2020 09:35
LKW mit Anhänger;9;Richtung A nach B;36;01.10.2020 09:39
PKW;9;Richtung A nach B;39;01.10.2020 09:39
PKW;9;Richtung A nach B;41;01.10.2020 09:39
PKW;9;Richtung B nach A;41;01.10.2020 09:40
PKW;9;Richtung A nach B;47;01.10.2020 09:42
PKW;9;Richtung A nach B;44;01.10.2020 09:44
Leichtes Nutzfahrzeug;9;Richtung B nach A;38;01.10.2020 09:45
PKW;9;Richtung B nach A;41;01.10.2020 09:45
LKW;8;Richtung A nach B;36;01.10.2020 09:46
PKW;9;Richtung B nach A;34;01.10.2020 09:46
PKW;10;Richtung B nach A;34;01.10.2020 09:48
Zweirad;9;Richtung B nach A;27;01.10.2020 09:48
PKW;10;Richtung A nach B;35;01.10.2020 09:49
PKW;10;Richtung A nach B;40;01.10.2020 09:51
PKW;9;Richtung A nach B;46;01.10.2020 09:51
PKW;8;Richtung A nach B;46;01.10.2020 09:51
PKW;10;Richtung A nach B;29;01.10.2020 09:53
Leichtes Nutzfahrzeug;9;Richtung B nach A;24;01.10.2020 09:55
Zweirad;9;Richtung A nach B;30;01.10.2020 09:56
PKW;9;Richtung A nach B;44;01.10.2020 09:58
Zweirad;5;Richtung A nach B;43;01.10.2020 09:58
PKW;9;Richtung A nach B;37;01.10.2020 10:00
LKW;9;Richtung A nach B;39;01.10.2020 10:01
PKW;9;Richtung B nach A;36;01.10.2020 10:02
LKW;7;Richtung B nach A;37;01.10.2020 10:03
PKW;9;Richtung B nach A;36;01.10.2020 10:04
PKW;9;Richtung B nach A;40;01.10.2020 10:06
PKW;9;Richtung B nach A;38;01.10.2020 10:06
Leichtes Nutzfahrzeug;4;Richtung B nach A;45;01.10.2020 10:07
Leichtes Nutzfahrzeug;4;Richtung B nach A;45;01.10.2020 10:07
LKW mit Anhänger;7;Richtung A nach B;37;01.10.2020 10:09
PKW;7;Richtung A nach B;30;01.10.2020 10:09
PKW;9;Richtung B nach A;40;01.10.2020 10:09
PKW;10;Richtung B nach A;33;01.10.2020 10:09
LKW mit Anhänger;7;Richtung A nach B;41;01.10.2020 10:10
PKW;10;Richtung B nach A;40;01.10.2020 10:11
PKW;8;Richtung A nach B;35;01.10.2020 10:11
LKW mit Anhänger;9;Richtung A nach B;35;01.10.2020 10:11
LKW mit Anhänger;8;Richtung A nach B;42;01.10.2020 10:13
Leichtes Nutzfahrzeug;8;Richtung A nach B;34;01.10.2020 10:13
PKW;10;Richtung A nach B;27;01.10.2020 10:13
Leichtes Nutzfahrzeug;9;Richtung A nach B;39;01.10.2020 10:14
PKW;10;Richtung A nach B;43;01.10.2020 10:14
Leichtes Nutzfahrzeug;10;Richtung B nach A;26;01.10.2020 10:17
PKW;8;Richtung A nach B;41;01.10.2020 10:18
PKW;8;Richtung A nach B;44;01.10.2020 10:21
LKW mit Anhänger;8;Richtung B nach A;39;01.10.2020 10:23
PKW;10;Richtung B nach A;22;01.10.2020 10:25
PKW;9;Richtung A nach B;38;01.10.2020 10:26
Leichtes Nutzfahrzeug;10;Richtung B nach A;35;01.10.2020 10:27
PKW;9;Richtung B nach A;47;01.10.2020 10:28
Leichtes Nutzfahrzeug;8;Richtung A nach B;36;01.10.2020 10:30
LKW mit Anhänger;9;Richtung A nach B;33;01.10.2020 10:31
PKW;9;Richtung A nach B;34;01.10.2020 10:32
Zweirad;5;Richtung B nach A;42;01.10.2020 10:34
PKW;7;Richtung A nach B;39;01.10.2020 10:34
PKW;9;Richtung A nach B;33;01.10.2020 10:35
LKW;9;Richtung B nach A;29;01.10.2020 10:36
LKW mit Anhänger;7;Richtung A nach B;38;01.10.2020 10:37
PKW;9;Richtung B nach A;39;01.10.2020 10:38
PKW;9;Richtung B nach A;42;01.10.2020 10:39
PKW;9;Richtung A nach B;42;01.10.2020 10:41
LKW mit Anhänger;9;Richtung B nach A;29;01.10.2020 10:42
LKW;8;Richtung A nach B;36;01.10.2020 10:42
LKW;7;Richtung A nach B;43;01.10.2020 10:43
LKW;9;Richtung B nach A;38;01.10.2020 10:45
Zweirad;9;Richtung A nach B;30;01.10.2020 10:47
PKW;10;Richtung B nach A;35;01.10.2020 10:50
Zweirad;8;Richtung A nach B;34;01.10.2020 10:50
PKW;9;Richtung A nach B;39;01.10.2020 10:50
PKW;10;Richtung A nach B;37;01.10.2020 10:51
LKW;7;Richtung A nach B;44;01.10.2020 10:54
PKW;9;Richtung B nach A;36;01.10.2020 10:55
PKW;9;Richtung B nach A;38;01.10.2020 10:55
PKW;9;Richtung A nach B;40;01.10.2020 10:56
PKW;9;Richtung A nach B;36;01.10.2020 10:56
PKW;9;Richtung B nach A;29;01.10.2020 10:56
PKW;9;Richtung B nach A;35;01.10.2020 10:57
LKW mit Anhänger;8;Richtung A nach B;39;01.10.2020 10:58
PKW;10;Richtung A nach B;40;01.10.2020 10:59
PKW;9;Richtung A nach B;38;01.10.2020 11:01
Leichtes Nutzfahrzeug;4;Richtung B nach A;44;01.10.2020 11:02
Leichtes Nutzfahrzeug;1;Richtung B nach A;47;01.10.2020 11:02
PKW;9;Richtung A nach B;39;01.10.2020 11:02
Leichtes Nutzfahrzeug;4;Richtung A nach B;44;01.10.2020 11:03
