Classification; Confidence; Direction; Speed in km/h; Time
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;17.02.2020 21:01
Leichtes Nutzfahrzeug;9;Richtung B nach A;41;17.02.2020 21:03
PKW;9;Richtung A nach B;41;17.02.2020 21:06
Leichtes Nutzfahrzeug;10;Richtung B nach A;40;17.02.2020 21:06
PKW;9;Richtung B nach A;44;17.02.2020 21:07
Leichtes Nutzfahrzeug;9;Richtung B nach A;39;17.02.2020 21:08
PKW;9;Richtung A nach B;40;17.02.2020 21:10
Leichtes Nutzfahrzeug;9;Richtung B nach A;41;17.02.2020 21:11
PKW;9;Richtung B nach A;37;17.02.2020 21:11
LKW;8;Richtung B nach A;42;17.02.2020 21:23
LKW;8;Richtung A nach B;44;17.02.2020 21:25
PKW;7;Richtung B nach A;43;17.02.2020 21:28
LKW;9;Richtung A nach B;42;17.02.2020 21:34
LKW mit Anhänger;7;Richtung B nach A;72;17.02.2020 21:53
Zweirad;5;Richtung B nach A;42;17.02.2020 21:53
Zweirad;9;Richtung A nach B;35;17.02.2020 22:17
LKW;3;Richtung B nach A;46;17.02.2020 22:20
Zweirad;3;Richtung B nach A;46;17.02.2020 22:20
PKW;9;Richtung B nach A;21;17.02.2020 22:29
PKW;10;Richtung B nach A;45;17.02.2020 22:32
LKW;7;Richtung A nach B;44;17.02.2020 22:33
PKW;10;Richtung B nach A;38;17.02.2020 22:34
LKW;5;Richtung B nach A;42;17.02.2020 22:36
Zweirad;9;Richtung B nach A;40;17.02.2020 22:36
PKW;10;Richtung B nach A;47;17.02.2020 22:38
PKW;9;Richtung B nach A;34;17.02.2020 22:40
PKW;9;Richtung A nach B;47;17.02.2020 22:46
PKW;9;Richtung B nach A;37;17.02.2020 22:47
Leichtes Nutzfahrzeug;4;Richtung B nach A;45;17.02.2020 22:48
PKW;4;Richtung B nach A;46;17.02.2020 22:48
Leichtes Nutzfahrzeug;10;Richtung B nach A;39;17.02.2020 22:51
Zweirad;9;Richtung B nach A;39;17.02.2020 22:57
LKW mit Anhänger;9;Richtung B nach A;44;17.02.2020 22:59
PKW;8;Richtung B nach A;39;17.02.2020 23:05
PKW;10;Richtung B nach A;38;17.02.2020 23:06
LKW;8;Richtung B nach A;42;17.02.2020 23:23
PKW;8;Richtung B nach A;45;17.02.2020 23:30
PKW;8;Richtung B nach A;39;17.02.2020 23:45
Leichtes Nutzfahrzeug;10;Richtung B nach A;42;18.02.2020 00:02
PKW;9;Richtung A nach B;40;18.02.2020 00:03
PKW;8;Richtung A nach B;35;18.02.2020 02:51
PKW;9;Richtung B nach A;36;18.02.2020 03:11
PKW;8;Richtung A nach B;42;18.02.2020 03:12
Leichtes Nutzfahrzeug;8;Richtung B nach A;29;18.02.2020 03:33
Zweirad;5;Richtung B nach A;40;18.02.2020 03:33
Zweirad;4;Richtung B nach A;43;18.02.2020 03:33
Zweirad;9;Richtung B nach A;24;18.02.2020 03:33
PKW;9;Richtung A nach B;40;18.02.2020 03:34
PKW;4;Richtung A nach B;45;18.02.2020 03:39
PKW;5;Richtung A nach B;40;18.02.2020 03:39
Leichtes Nutzfahrzeug;10;Richtung B nach A;24;18.02.2020 03:41
PKW;3;Richtung B nach A;46;18.02.2020 03:45
Zweirad;0;Richtung B nach A;48;18.02.2020 03:45
Leichtes Nutzfahrzeug;3;Richtung B nach A;47;18.02.2020 03:45
PKW;9;Richtung B nach A;35;18.02.2020 04:08
PKW;8;Richtung A nach B;39;18.02.2020 04:18
PKW;8;Richtung B nach A;34;18.02.2020 04:23
PKW;8;Richtung A nach B;46;18.02.2020 04:30
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;18.02.2020 04:35
LKW;9;Richtung B nach A;32;18.02.2020 04:35
Leichtes Nutzfahrzeug;4;Richtung A nach B;44;18.02.2020 04:37
Zweirad;0;Richtung B nach A;50;18.02.2020 04:37
Zweirad;2;Richtung A nach B;45;18.02.2020 04:37
PKW;10;Richtung A nach B;45;18.02.2020 04:39
PKW;9;Richtung A nach B;41;18.02.2020 04:42
PKW;9;Richtung A nach B;41;18.02.2020 04:42
PKW;8;Richtung A nach B;39;18.02.2020 04:43
PKW;9;Richtung A nach B;41;18.02.2020 04:46
PKW;8;Richtung A nach B;45;18.02.2020 04:48
PKW;9;Richtung A nach B;42;18.02.2020 04:49
PKW;8;Richtung A nach B;46;18.02.2020 04:51
PKW;9;Richtung A nach B;44;18.02.2020 04:51
PKW;9;Richtung A nach B;33;18.02.2020 04:54
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;18.02.2020 04:55
Zweirad;0;Richtung B nach A;49;18.02.2020 04:55
Leichtes Nutzfahrzeug;8;Richtung A nach B;30;18.02.2020 04:55
PKW;9;Richtung A nach B;41;18.02.2020 04:56
PKW;10;Richtung A nach B;40;18.02.2020 04:56
PKW;9;Richtung B nach A;30;18.02.2020 04:58
Leichtes Nutzfahrzeug;8;Richtung A nach B;46;18.02.2020 05:00
LKW mit Anhänger;9;Richtung A nach B;35;18.02.2020 05:00
PKW;9;Richtung A nach B;42;18.02.2020 05:01
PKW;9;Richtung A nach B;45;18.02.2020 05:06
Zweirad;10;Richtung A nach B;21;18.02.2020 05:12
PKW;9;Richtung A nach B;40;18.02.2020 05:13
Leichtes Nutzfahrzeug;9;Richtung B nach A;41;18.02.2020 05:20
PKW;9;Richtung A nach B;40;18.02.2020 05:22
PKW;9;Richtung A nach B;32;18.02.2020 05:23
PKW;9;Richtung A nach B;35;18.02.2020 05:25
PKW;9;Richtung A nach B;40;18.02.2020 05:25
PKW;9;Richtung A nach B;42;18.02.2020 05:27
Leichtes Nutzfahrzeug;9;Richtung A nach B;46;18.02.2020 05:28
PKW;7;Richtung A nach B;42;18.02.2020 05:31
PKW;9;Richtung A nach B;35;18.02.2020 05:32
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;18.02.2020 05:33
PKW;9;Richtung A nach B;35;18.02.2020 05:35
PKW;9;Richtung A nach B;34;18.02.2020 05:35
Zweirad;8;Richtung A nach B;27;18.02.2020 05:39
LKW;4;Richtung B nach A;47;18.02.2020 05:41
Leichtes Nutzfahrzeug;8;Richtung A nach B;47;18.02.2020 05:41
PKW;9;Richtung A nach B;39;18.02.2020 05:41
Leichtes Nutzfahrzeug;9;Richtung B nach A;32;18.02.2020 05:43
PKW;9;Richtung A nach B;46;18.02.2020 05:44
LKW mit Anhänger;8;Richtung A nach B;48;18.02.2020 05:45
PKW;8;Richtung A nach B;47;18.02.2020 05:45
PKW;9;Richtung A nach B;43;18.02.2020 05:45
PKW;9;Richtung A nach B;39;18.02.2020 05:46
PKW;10;Richtung A nach B;43;18.02.2020 05:47
PKW;9;Richtung B nach A;35;18.02.2020 05:47
LKW;8;Richtung A nach B;34;18.02.2020 05:48
LKW;8;Richtung A nach B;34;18.02.2020 05:48
Leichtes Nutzfahrzeug;9;Richtung A nach B;40;18.02.2020 05:48
PKW;9;Richtung A nach B;43;18.02.2020 05:53
PKW;9;Richtung A nach B;37;18.02.2020 05:54
PKW;9;Richtung A nach B;44;18.02.2020 05:55
PKW;10;Richtung A nach B;40;18.02.2020 05:55
PKW;7;Richtung A nach B;44;18.02.2020 05:55
PKW;9;Richtung A nach B;37;18.02.2020 05:57
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;18.02.2020 05:57
PKW;9;Richtung B nach A;30;18.02.2020 05:57
LKW;5;Richtung B nach A;40;18.02.2020 05:58
Leichtes Nutzfahrzeug;9;Richtung B nach A;27;18.02.2020 05:59
PKW;9;Richtung A nach B;38;18.02.2020 06:01
PKW;9;Richtung B nach A;36;18.02.2020 06:02
Leichtes Nutzfahrzeug;9;Richtung B nach A;40;18.02.2020 06:02
PKW;9;Richtung A nach B;43;18.02.2020 06:02
PKW;8;Richtung A nach B;42;18.02.2020 06:02
LKW;9;Richtung A nach B;26;18.02.2020 06:04
PKW;9;Richtung A nach B;32;18.02.2020 06:04
Leichtes Nutzfahrzeug;7;Richtung B nach A;48;18.02.2020 06:05
LKW mit Anhänger;8;Richtung B nach A;32;18.02.2020 06:05
PKW;9;Richtung A nach B;35;18.02.2020 06:07
LKW;9;Richtung B nach A;39;18.02.2020 06:07
LKW;9;Richtung B nach A;41;18.02.2020 06:08
PKW;9;Richtung A nach B;26;18.02.2020 06:08
Leichtes Nutzfahrzeug;8;Richtung A nach B;31;18.02.2020 06:08
PKW;9;Richtung A nach B;37;18.02.2020 06:09
PKW;8;Richtung A nach B;39;18.02.2020 06:09
LKW mit Anhänger;9;Richtung B nach A;39;18.02.2020 06:09
PKW;7;Richtung A nach B;33;18.02.2020 06:10
PKW;10;Richtung B nach A;29;18.02.2020 06:10
PKW;9;Richtung A nach B;41;18.02.2020 06:11
PKW;9;Richtung A nach B;36;18.02.2020 06:11
LKW mit Anhänger;7;Richtung B nach A;35;18.02.2020 06:11
PKW;9;Richtung A nach B;32;18.02.2020 06:11
PKW;9;Richtung A nach B;35;18.02.2020 06:11
PKW;9;Richtung A nach B;43;18.02.2020 06:11
PKW;9;Richtung B nach A;38;18.02.2020 06:12
LKW mit Anhänger;9;Richtung B nach A;34;18.02.2020 06:13
PKW;9;Richtung B nach A;29;18.02.2020 06:13
PKW;9;Richtung A nach B;27;18.02.2020 06:13
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;18.02.2020 06:14
LKW;9;Richtung A nach B;39;18.02.2020 06:15
PKW;10;Richtung A nach B;44;18.02.2020 06:15
LKW mit Anhänger;8;Richtung A nach B;40;18.02.2020 06:17
PKW;9;Richtung A nach B;41;18.02.2020 06:17
PKW;9;Richtung A nach B;34;18.02.2020 06:19
PKW;9;Richtung A nach B;44;18.02.2020 06:19
PKW;9;Richtung A nach B;45;18.02.2020 06:19
PKW;9;Richtung B nach A;32;18.02.2020 06:20
PKW;9;Richtung A nach B;43;18.02.2020 06:20
LKW;9;Richtung B nach A;39;18.02.2020 06:21
PKW;7;Richtung A nach B;47;18.02.2020 06:22
PKW;9;Richtung A nach B;39;18.02.2020 06:22
PKW;9;Richtung A nach B;41;18.02.2020 06:22
LKW mit Anhänger;9;Richtung B nach A;30;18.02.2020 06:22
PKW;9;Richtung B nach A;48;18.02.2020 06:22
PKW;10;Richtung A nach B;45;18.02.2020 06:24
PKW;9;Richtung A nach B;37;18.02.2020 06:24
PKW;9;Richtung B nach A;35;18.02.2020 06:25
PKW;8;Richtung A nach B;47;18.02.2020 06:26
PKW;9;Richtung A nach B;40;18.02.2020 06:28
PKW;8;Richtung B nach A;48;18.02.2020 06:30
PKW;9;Richtung A nach B;43;18.02.2020 06:30
PKW;9;Richtung A nach B;37;18.02.2020 06:30
Zweirad;9;Richtung A nach B;45;18.02.2020 06:31
PKW;9;Richtung A nach B;42;18.02.2020 06:31
PKW;9;Richtung A nach B;51;18.02.2020 06:31
LKW;9;Richtung A nach B;47;18.02.2020 06:34
PKW;9;Richtung A nach B;40;18.02.2020 06:34
PKW;9;Richtung B nach A;35;18.02.2020 06:34
Zweirad;9;Richtung A nach B;28;18.02.2020 06:35
Leichtes Nutzfahrzeug;4;Richtung B nach A;43;18.02.2020 06:37
Leichtes Nutzfahrzeug;5;Richtung B nach A;41;18.02.2020 06:37
PKW;9;Richtung B nach A;33;18.02.2020 06:37
PKW;9;Richtung A nach B;40;18.02.2020 06:39
Leichtes Nutzfahrzeug;9;Richtung B nach A;56;18.02.2020 06:39
PKW;8;Richtung A nach B;44;18.02.2020 06:39
PKW;9;Richtung A nach B;54;18.02.2020 06:40
PKW;9;Richtung A nach B;47;18.02.2020 06:41
PKW;8;Richtung A nach B;48;18.02.2020 06:41
LKW;8;Richtung B nach A;40;18.02.2020 06:42
PKW;9;Richtung A nach B;41;18.02.2020 06:42
PKW;9;Richtung A nach B;38;18.02.2020 06:43
PKW;9;Richtung A nach B;42;18.02.2020 06:44
PKW;10;Richtung A nach B;40;18.02.2020 06:44
Leichtes Nutzfahrzeug;9;Richtung A nach B;50;18.02.2020 06:46
PKW;10;Richtung B nach A;40;18.02.2020 06:47
PKW;9;Richtung A nach B;40;18.02.2020 06:47
PKW;8;Richtung A nach B;36;18.02.2020 06:47
PKW;8;Richtung A nach B;40;18.02.2020 06:47
LKW;8;Richtung A nach B;33;18.02.2020 06:49
Leichtes Nutzfahrzeug;10;Richtung B nach A;36;18.02.2020 06:51
PKW;9;Richtung A nach B;41;18.02.2020 06:51
PKW;9;Richtung A nach B;36;18.02.2020 06:52
Zweirad;9;Richtung A nach B;33;18.02.2020 06:52
PKW;9;Richtung A nach B;44;18.02.2020 06:52
PKW;9;Richtung A nach B;39;18.02.2020 06:53
PKW;9;Richtung A nach B;42;18.02.2020 06:53
PKW;9;Richtung A nach B;37;18.02.2020 06:54
PKW;9;Richtung A nach B;35;18.02.2020 06:54
LKW;9;Richtung A nach B;35;18.02.2020 06:54
PKW;9;Richtung A nach B;35;18.02.2020 06:55
Leichtes Nutzfahrzeug;9;Richtung A nach B;29;18.02.2020 06:55
PKW;9;Richtung A nach B;35;18.02.2020 06:55
PKW;10;Richtung A nach B;34;18.02.2020 06:57
PKW;9;Richtung A nach B;37;18.02.2020 06:58
PKW;10;Richtung A nach B;41;18.02.2020 07:00
PKW;10;Richtung A nach B;41;18.02.2020 07:00
Leichtes Nutzfahrzeug;9;Richtung B nach A;38;18.02.2020 07:00
Leichtes Nutzfahrzeug;10;Richtung A nach B;26;18.02.2020 07:01
PKW;9;Richtung A nach B;45;18.02.2020 07:01
PKW;10;Richtung A nach B;40;18.02.2020 07:02
Leichtes Nutzfahrzeug;10;Richtung A nach B;28;18.02.2020 07:02
PKW;9;Richtung A nach B;38;18.02.2020 07:03
PKW;10;Richtung A nach B;33;18.02.2020 07:03
PKW;9;Richtung A nach B;34;18.02.2020 07:03
PKW;9;Richtung A nach B;39;18.02.2020 07:04
PKW;8;Richtung A nach B;34;18.02.2020 07:04
PKW;9;Richtung A nach B;44;18.02.2020 07:05
PKW;9;Richtung A nach B;40;18.02.2020 07:05
PKW;10;Richtung A nach B;35;18.02.2020 07:06
PKW;9;Richtung B nach A;41;18.02.2020 07:06
Leichtes Nutzfahrzeug;7;Richtung B nach A;50;18.02.2020 07:06
LKW mit Anhänger;9;Richtung B nach A;33;18.02.2020 07:08
LKW mit Anhänger;8;Richtung B nach A;30;18.02.2020 07:08
PKW;9;Richtung A nach B;39;18.02.2020 07:08
PKW;9;Richtung A nach B;41;18.02.2020 07:09
PKW;9;Richtung A nach B;44;18.02.2020 07:09
PKW;9;Richtung A nach B;40;18.02.2020 07:10
PKW;9;Richtung A nach B;46;18.02.2020 07:10
PKW;9;Richtung B nach A;36;18.02.2020 07:11
PKW;5;Richtung B nach A;41;18.02.2020 07:12
PKW;10;Richtung A nach B;47;18.02.2020 07:13
Zweirad;9;Richtung A nach B;46;18.02.2020 07:14
PKW;9;Richtung A nach B;47;18.02.2020 07:14
PKW;7;Richtung A nach B;39;18.02.2020 07:15
Zweirad;9;Richtung B nach A;22;18.02.2020 07:15
LKW;9;Richtung B nach A;37;18.02.2020 07:16
PKW;9;Richtung A nach B;38;18.02.2020 07:16
PKW;9;Richtung A nach B;40;18.02.2020 07:16
PKW;9;Richtung A nach B;38;18.02.2020 07:16
PKW;10;Richtung A nach B;41;18.02.2020 07:16
PKW;9;Richtung A nach B;38;18.02.2020 07:17
PKW;10;Richtung A nach B;31;18.02.2020 07:20
PKW;9;Richtung B nach A;40;18.02.2020 07:20
Leichtes Nutzfahrzeug;9;Richtung A nach B;31;18.02.2020 07:20
PKW;9;Richtung A nach B;31;18.02.2020 07:20
PKW;9;Richtung A nach B;44;18.02.2020 07:21
Zweirad;9;Richtung B nach A;22;18.02.2020 07:22
PKW;9;Richtung B nach A;42;18.02.2020 07:22
PKW;7;Richtung A nach B;41;18.02.2020 07:23
PKW;9;Richtung A nach B;36;18.02.2020 07:23
PKW;9;Richtung B nach A;39;18.02.2020 07:24
PKW;10;Richtung B nach A;37;18.02.2020 07:24
PKW;9;Richtung A nach B;45;18.02.2020 07:25
PKW;9;Richtung A nach B;37;18.02.2020 07:26
LKW;9;Richtung A nach B;45;18.02.2020 07:27
Zweirad;9;Richtung B nach A;27;18.02.2020 07:28
PKW;8;Richtung A nach B;40;18.02.2020 07:28
PKW;8;Richtung A nach B;42;18.02.2020 07:28
PKW;10;Richtung A nach B;36;18.02.2020 07:28
PKW;9;Richtung A nach B;37;18.02.2020 07:28
PKW;9;Richtung A nach B;39;18.02.2020 07:28
PKW;9;Richtung A nach B;32;18.02.2020 07:30
PKW;9;Richtung B nach A;37;18.02.2020 07:30
LKW;9;Richtung A nach B;36;18.02.2020 07:30
PKW;10;Richtung A nach B;36;18.02.2020 07:31
PKW;9;Richtung A nach B;33;18.02.2020 07:31
LKW;8;Richtung B nach A;36;18.02.2020 07:31
PKW;9;Richtung A nach B;38;18.02.2020 07:32
PKW;9;Richtung A nach B;34;18.02.2020 07:32
PKW;9;Richtung A nach B;33;18.02.2020 07:32
PKW;9;Richtung B nach A;41;18.02.2020 07:33
PKW;10;Richtung A nach B;43;18.02.2020 07:34
PKW;9;Richtung A nach B;40;18.02.2020 07:34
PKW;9;Richtung A nach B;43;18.02.2020 07:35
Leichtes Nutzfahrzeug;7;Richtung B nach A;39;18.02.2020 07:36
PKW;5;Richtung A nach B;44;18.02.2020 07:36
PKW;8;Richtung A nach B;39;18.02.2020 07:37
PKW;9;Richtung A nach B;37;18.02.2020 07:37
PKW;9;Richtung A nach B;34;18.02.2020 07:37
PKW;10;Richtung A nach B;49;18.02.2020 07:39
PKW;9;Richtung A nach B;37;18.02.2020 07:40
PKW;9;Richtung A nach B;35;18.02.2020 07:40
PKW;9;Richtung A nach B;37;18.02.2020 07:40
PKW;9;Richtung A nach B;36;18.02.2020 07:40
LKW mit Anhänger;9;Richtung A nach B;26;18.02.2020 07:40
PKW;7;Richtung A nach B;28;18.02.2020 07:40
PKW;9;Richtung A nach B;39;18.02.2020 07:41
PKW;9;Richtung A nach B;45;18.02.2020 07:42
PKW;9;Richtung A nach B;44;18.02.2020 07:42
Zweirad;10;Richtung A nach B;25;18.02.2020 07:43
PKW;10;Richtung A nach B;29;18.02.2020 07:43
PKW;9;Richtung A nach B;32;18.02.2020 07:43
PKW;9;Richtung A nach B;40;18.02.2020 07:44
PKW;9;Richtung B nach A;38;18.02.2020 07:44
PKW;9;Richtung B nach A;37;18.02.2020 07:44
PKW;9;Richtung A nach B;34;18.02.2020 07:44
PKW;8;Richtung A nach B;36;18.02.2020 07:44
PKW;9;Richtung A nach B;28;18.02.2020 07:45
Zweirad;8;Richtung A nach B;32;18.02.2020 07:45
PKW;9;Richtung A nach B;34;18.02.2020 07:46
LKW;9;Richtung B nach A;42;18.02.2020 07:46
LKW mit Anhänger;9;Richtung A nach B;33;18.02.2020 07:46
LKW mit Anhänger;9;Richtung B nach A;37;18.02.2020 07:47
PKW;9;Richtung A nach B;34;18.02.2020 07:47
PKW;9;Richtung A nach B;39;18.02.2020 07:47
PKW;9;Richtung A nach B;28;18.02.2020 07:48
PKW;9;Richtung A nach B;39;18.02.2020 07:48
PKW;9;Richtung B nach A;41;18.02.2020 07:49
PKW;10;Richtung B nach A;40;18.02.2020 07:49
PKW;9;Richtung B nach A;39;18.02.2020 07:50
PKW;9;Richtung B nach A;40;18.02.2020 07:50
PKW;9;Richtung A nach B;37;18.02.2020 07:50
PKW;9;Richtung A nach B;40;18.02.2020 07:51
PKW;9;Richtung A nach B;47;18.02.2020 07:51
PKW;9;Richtung A nach B;40;18.02.2020 07:52
PKW;9;Richtung A nach B;35;18.02.2020 07:53
PKW;10;Richtung A nach B;36;18.02.2020 07:53
PKW;10;Richtung A nach B;33;18.02.2020 07:53
PKW;9;Richtung B nach A;38;18.02.2020 07:53
PKW;9;Richtung A nach B;37;18.02.2020 07:54
PKW;9;Richtung A nach B;36;18.02.2020 07:54
PKW;9;Richtung A nach B;38;18.02.2020 07:54
PKW;9;Richtung A nach B;44;18.02.2020 07:55
PKW;9;Richtung A nach B;42;18.02.2020 07:55
Leichtes Nutzfahrzeug;9;Richtung B nach A;30;18.02.2020 07:56
Leichtes Nutzfahrzeug;9;Richtung B nach A;43;18.02.2020 07:56
PKW;8;Richtung A nach B;48;18.02.2020 07:56
PKW;9;Richtung B nach A;37;18.02.2020 07:57
PKW;9;Richtung A nach B;43;18.02.2020 07:57
PKW;9;Richtung A nach B;42;18.02.2020 07:57
PKW;10;Richtung A nach B;38;18.02.2020 07:57
LKW;8;Richtung A nach B;47;18.02.2020 07:58
PKW;9;Richtung A nach B;39;18.02.2020 07:58
Leichtes Nutzfahrzeug;9;Richtung B nach A;43;18.02.2020 08:00
PKW;10;Richtung A nach B;47;18.02.2020 08:00
LKW;9;Richtung B nach A;36;18.02.2020 08:00
PKW;9;Richtung A nach B;37;18.02.2020 08:00
PKW;9;Richtung A nach B;38;18.02.2020 08:00
PKW;10;Richtung B nach A;28;18.02.2020 08:01
PKW;10;Richtung A nach B;49;18.02.2020 08:01
PKW;10;Richtung A nach B;46;18.02.2020 08:02
PKW;9;Richtung A nach B;46;18.02.2020 08:03
PKW;9;Richtung A nach B;45;18.02.2020 08:03
PKW;9;Richtung A nach B;42;18.02.2020 08:03
LKW mit Anhänger;9;Richtung A nach B;28;18.02.2020 08:05
PKW;9;Richtung A nach B;40;18.02.2020 08:06
PKW;8;Richtung A nach B;42;18.02.2020 08:06
PKW;9;Richtung A nach B;37;18.02.2020 08:06
PKW;10;Richtung A nach B;42;18.02.2020 08:06
PKW;9;Richtung A nach B;39;18.02.2020 08:07
Zweirad;9;Richtung B nach A;24;18.02.2020 08:08
Leichtes Nutzfahrzeug;9;Richtung A nach B;31;18.02.2020 08:09
PKW;9;Richtung A nach B;45;18.02.2020 08:10
PKW;10;Richtung A nach B;38;18.02.2020 08:10
PKW;9;Richtung A nach B;42;18.02.2020 08:11
PKW;9;Richtung A nach B;43;18.02.2020 08:11
PKW;9;Richtung A nach B;39;18.02.2020 08:11
PKW;9;Richtung A nach B;41;18.02.2020 08:11
PKW;9;Richtung A nach B;38;18.02.2020 08:11
PKW;10;Richtung B nach A;34;18.02.2020 08:12
PKW;9;Richtung A nach B;46;18.02.2020 08:13
LKW;9;Richtung B nach A;50;18.02.2020 08:14
PKW;9;Richtung A nach B;42;18.02.2020 08:14
Zweirad;9;Richtung B nach A;28;18.02.2020 08:14
PKW;9;Richtung A nach B;39;18.02.2020 08:15
PKW;9;Richtung A nach B;37;18.02.2020 08:15
LKW;8;Richtung A nach B;39;18.02.2020 08:15
Leichtes Nutzfahrzeug;9;Richtung B nach A;30;18.02.2020 08:16
PKW;9;Richtung A nach B;37;18.02.2020 08:17
Zweirad;9;Richtung B nach A;27;18.02.2020 08:17
Leichtes Nutzfahrzeug;6;Richtung A nach B;39;18.02.2020 08:18
PKW;10;Richtung A nach B;31;18.02.2020 08:19
PKW;10;Richtung A nach B;25;18.02.2020 08:19
Leichtes Nutzfahrzeug;8;Richtung A nach B;34;18.02.2020 08:19
PKW;9;Richtung B nach A;42;18.02.2020 08:20
PKW;10;Richtung A nach B;33;18.02.2020 08:20
LKW;8;Richtung A nach B;30;18.02.2020 08:20
PKW;10;Richtung A nach B;49;18.02.2020 08:21
PKW;10;Richtung A nach B;40;18.02.2020 08:21
Zweirad;9;Richtung B nach A;23;18.02.2020 08:21
PKW;9;Richtung A nach B;43;18.02.2020 08:21
PKW;9;Richtung A nach B;36;18.02.2020 08:21
PKW;9;Richtung B nach A;42;18.02.2020 08:22
PKW;8;Richtung B nach A;41;18.02.2020 08:23
PKW;9;Richtung A nach B;37;18.02.2020 08:23
PKW;9;Richtung A nach B;44;18.02.2020 08:23
Leichtes Nutzfahrzeug;9;Richtung A nach B;30;18.02.2020 08:24
PKW;9;Richtung A nach B;39;18.02.2020 08:24
PKW;9;Richtung A nach B;35;18.02.2020 08:24
Zweirad;8;Richtung A nach B;32;18.02.2020 08:24
Leichtes Nutzfahrzeug;9;Richtung B nach A;70;18.02.2020 08:25
Leichtes Nutzfahrzeug;9;Richtung A nach B;41;18.02.2020 08:26
PKW;9;Richtung A nach B;42;18.02.2020 08:27
PKW;8;Richtung B nach A;47;18.02.2020 08:27
PKW;10;Richtung B nach A;37;18.02.2020 08:28
PKW;9;Richtung A nach B;45;18.02.2020 08:28
PKW;9;Richtung A nach B;41;18.02.2020 08:28
PKW;9;Richtung A nach B;39;18.02.2020 08:28
Zweirad;8;Richtung A nach B;28;18.02.2020 08:30
Leichtes Nutzfahrzeug;9;Richtung B nach A;42;18.02.2020 08:30
Zweirad;8;Richtung A nach B;31;18.02.2020 08:30
PKW;9;Richtung A nach B;46;18.02.2020 08:30
PKW;9;Richtung A nach B;44;18.02.2020 08:30
PKW;9;Richtung A nach B;41;18.02.2020 08:31
PKW;9;Richtung B nach A;37;18.02.2020 08:31
PKW;9;Richtung B nach A;36;18.02.2020 08:33
PKW;9;Richtung A nach B;38;18.02.2020 08:33
PKW;10;Richtung A nach B;37;18.02.2020 08:34
PKW;8;Richtung A nach B;42;18.02.2020 08:35
PKW;9;Richtung B nach A;42;18.02.2020 08:36
PKW;9;Richtung A nach B;45;18.02.2020 08:36
LKW;8;Richtung A nach B;50;18.02.2020 08:36
PKW;9;Richtung A nach B;40;18.02.2020 08:37
Zweirad;9;Richtung B nach A;21;18.02.2020 08:38
PKW;9;Richtung A nach B;40;18.02.2020 08:40
PKW;10;Richtung A nach B;39;18.02.2020 08:42
PKW;9;Richtung A nach B;39;18.02.2020 08:42
Zweirad;10;Richtung A nach B;19;18.02.2020 08:42
PKW;10;Richtung A nach B;45;18.02.2020 08:43
LKW;7;Richtung B nach A;47;18.02.2020 08:43
PKW;9;Richtung B nach A;41;18.02.2020 08:44
PKW;9;Richtung A nach B;43;18.02.2020 08:44
PKW;7;Richtung A nach B;42;18.02.2020 08:45
PKW;10;Richtung A nach B;35;18.02.2020 08:45
Leichtes Nutzfahrzeug;9;Richtung B nach A;37;18.02.2020 08:45
PKW;9;Richtung A nach B;45;18.02.2020 08:47
PKW;9;Richtung A nach B;47;18.02.2020 08:48
PKW;10;Richtung B nach A;42;18.02.2020 08:48
PKW;8;Richtung A nach B;44;18.02.2020 08:49
Zweirad;8;Richtung A nach B;33;18.02.2020 08:49
PKW;9;Richtung B nach A;38;18.02.2020 08:50
Zweirad;8;Richtung A nach B;36;18.02.2020 08:50
Leichtes Nutzfahrzeug;9;Richtung B nach A;33;18.02.2020 08:50
PKW;9;Richtung A nach B;37;18.02.2020 08:52
LKW mit Anhänger;9;Richtung A nach B;44;18.02.2020 08:54
PKW;9;Richtung B nach A;32;18.02.2020 08:54
PKW;10;Richtung A nach B;32;18.02.2020 08:54
PKW;10;Richtung A nach B;34;18.02.2020 08:55
PKW;9;Richtung B nach A;38;18.02.2020 08:55
PKW;9;Richtung A nach B;43;18.02.2020 08:55
PKW;9;Richtung A nach B;43;18.02.2020 08:55
PKW;9;Richtung A nach B;38;18.02.2020 08:56
PKW;9;Richtung B nach A;36;18.02.2020 08:56
Zweirad;10;Richtung A nach B;27;18.02.2020 08:56
PKW;10;Richtung A nach B;45;18.02.2020 08:56
PKW;9;Richtung A nach B;37;18.02.2020 08:58
LKW mit Anhänger;7;Richtung A nach B;38;18.02.2020 08:58
PKW;10;Richtung A nach B;38;18.02.2020 08:59
PKW;9;Richtung A nach B;34;18.02.2020 08:59
PKW;9;Richtung A nach B;43;18.02.2020 09:00
PKW;9;Richtung A nach B;38;18.02.2020 09:00
PKW;9;Richtung A nach B;41;18.02.2020 09:01
PKW;9;Richtung A nach B;44;18.02.2020 09:01
PKW;9;Richtung A nach B;42;18.02.2020 09:02
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;18.02.2020 09:02
PKW;9;Richtung B nach A;39;18.02.2020 09:03
