Classification; Confidence; Direction; Speed in km/h; Time
PKW;9;Richtung B nach A;35;07.02.2020 15:32
PKW;9;Richtung A nach B;38;07.02.2020 15:34
PKW;9;Richtung A nach B;32;07.02.2020 15:34
Zweirad;7;Richtung B nach A;38;07.02.2020 15:35
Leichtes Nutzfahrzeug;8;Richtung A nach B;45;07.02.2020 15:35
PKW;9;Richtung A nach B;40;07.02.2020 15:36
PKW;9;Richtung B nach A;42;07.02.2020 15:40
PKW;9;Richtung A nach B;47;07.02.2020 15:41
PKW;8;Richtung A nach B;41;07.02.2020 15:41
PKW;9;Richtung B nach A;37;07.02.2020 15:42
PKW;9;Richtung B nach A;37;07.02.2020 15:42
PKW;9;Richtung B nach A;36;07.02.2020 15:43
PKW;10;Richtung B nach A;26;07.02.2020 15:43
LKW;8;Richtung B nach A;42;07.02.2020 15:44
PKW;10;Richtung B nach A;34;07.02.2020 15:44
Leichtes Nutzfahrzeug;10;Richtung B nach A;42;07.02.2020 15:45
PKW;9;Richtung B nach A;46;07.02.2020 15:45
PKW;9;Richtung A nach B;45;07.02.2020 15:46
PKW;9;Richtung A nach B;38;07.02.2020 15:46
PKW;9;Richtung B nach A;38;07.02.2020 15:47
PKW;9;Richtung B nach A;42;07.02.2020 15:47
Zweirad;9;Richtung B nach A;24;07.02.2020 15:47
PKW;9;Richtung B nach A;41;07.02.2020 15:47
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;07.02.2020 15:51
PKW;9;Richtung A nach B;43;07.02.2020 15:52
PKW;9;Richtung A nach B;45;07.02.2020 15:53
PKW;9;Richtung A nach B;40;07.02.2020 15:57
PKW;10;Richtung B nach A;36;07.02.2020 15:58
PKW;9;Richtung B nach A;49;07.02.2020 15:59
PKW;9;Richtung B nach A;41;07.02.2020 16:01
PKW;8;Richtung A nach B;45;07.02.2020 16:02
PKW;9;Richtung A nach B;41;07.02.2020 16:03
PKW;9;Richtung B nach A;46;07.02.2020 16:06
Leichtes Nutzfahrzeug;9;Richtung A nach B;40;07.02.2020 16:06
PKW;9;Richtung B nach A;40;07.02.2020 16:06
PKW;10;Richtung B nach A;43;07.02.2020 16:06
PKW;9;Richtung A nach B;37;07.02.2020 16:08
PKW;10;Richtung B nach A;38;07.02.2020 16:08
PKW;8;Richtung A nach B;49;07.02.2020 16:08
PKW;9;Richtung A nach B;41;07.02.2020 16:09
PKW;9;Richtung B nach A;39;07.02.2020 16:09
Leichtes Nutzfahrzeug;9;Richtung B nach A;37;07.02.2020 16:09
PKW;9;Richtung B nach A;37;07.02.2020 16:09
PKW;9;Richtung B nach A;38;07.02.2020 16:09
Leichtes Nutzfahrzeug;8;Richtung B nach A;34;07.02.2020 16:10
PKW;8;Richtung B nach A;41;07.02.2020 16:10
Zweirad;6;Richtung B nach A;33;07.02.2020 16:10
PKW;9;Richtung A nach B;45;07.02.2020 16:11
PKW;9;Richtung B nach A;42;07.02.2020 16:12
PKW;9;Richtung B nach A;33;07.02.2020 16:12
Leichtes Nutzfahrzeug;8;Richtung A nach B;37;07.02.2020 16:13
PKW;4;Richtung A nach B;41;07.02.2020 16:13
PKW;9;Richtung A nach B;27;07.02.2020 16:13
PKW;9;Richtung B nach A;47;07.02.2020 16:15
PKW;9;Richtung A nach B;41;07.02.2020 16:15
PKW;10;Richtung A nach B;40;07.02.2020 16:15
PKW;9;Richtung A nach B;23;07.02.2020 16:16
Leichtes Nutzfahrzeug;8;Richtung A nach B;50;07.02.2020 16:17
PKW;9;Richtung A nach B;39;07.02.2020 16:18
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;07.02.2020 16:18
Leichtes Nutzfahrzeug;9;Richtung B nach A;46;07.02.2020 16:18
PKW;9;Richtung B nach A;38;07.02.2020 16:19
PKW;9;Richtung B nach A;40;07.02.2020 16:19
PKW;9;Richtung B nach A;39;07.02.2020 16:20
PKW;8;Richtung B nach A;44;07.02.2020 16:21
PKW;9;Richtung B nach A;38;07.02.2020 16:21
PKW;8;Richtung B nach A;61;07.02.2020 16:21
LKW;8;Richtung B nach A;43;07.02.2020 16:22
Zweirad;9;Richtung B nach A;21;07.02.2020 16:23
PKW;9;Richtung A nach B;37;07.02.2020 16:25
PKW;9;Richtung B nach A;38;07.02.2020 16:26
PKW;9;Richtung B nach A;37;07.02.2020 16:28
PKW;7;Richtung B nach A;44;07.02.2020 16:28
PKW;9;Richtung A nach B;30;07.02.2020 16:28
PKW;9;Richtung B nach A;38;07.02.2020 16:28
PKW;9;Richtung B nach A;41;07.02.2020 16:28
PKW;9;Richtung A nach B;36;07.02.2020 16:29
PKW;9;Richtung B nach A;39;07.02.2020 16:31
PKW;10;Richtung B nach A;40;07.02.2020 16:32
PKW;8;Richtung B nach A;44;07.02.2020 16:32
PKW;9;Richtung B nach A;40;07.02.2020 16:34
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;07.02.2020 16:35
PKW;10;Richtung B nach A;44;07.02.2020 16:36
PKW;10;Richtung B nach A;39;07.02.2020 16:37
PKW;8;Richtung B nach A;32;07.02.2020 16:37
PKW;10;Richtung B nach A;33;07.02.2020 16:38
PKW;9;Richtung B nach A;47;07.02.2020 16:39
LKW;8;Richtung B nach A;46;07.02.2020 16:40
PKW;9;Richtung B nach A;38;07.02.2020 16:40
PKW;9;Richtung A nach B;38;07.02.2020 16:40
PKW;9;Richtung B nach A;38;07.02.2020 16:41
PKW;10;Richtung B nach A;34;07.02.2020 16:42
PKW;9;Richtung B nach A;37;07.02.2020 16:43
PKW;9;Richtung A nach B;43;07.02.2020 16:43
PKW;10;Richtung B nach A;40;07.02.2020 16:45
PKW;9;Richtung A nach B;43;07.02.2020 16:45
PKW;8;Richtung B nach A;37;07.02.2020 16:48
PKW;9;Richtung B nach A;42;07.02.2020 16:48
PKW;9;Richtung B nach A;46;07.02.2020 16:49
Leichtes Nutzfahrzeug;8;Richtung A nach B;38;07.02.2020 16:50
PKW;10;Richtung B nach A;32;07.02.2020 16:50
PKW;9;Richtung B nach A;42;07.02.2020 16:50
PKW;9;Richtung B nach A;37;07.02.2020 16:52
PKW;9;Richtung B nach A;39;07.02.2020 16:52
PKW;9;Richtung B nach A;39;07.02.2020 16:53
Zweirad;9;Richtung B nach A;29;07.02.2020 16:54
PKW;8;Richtung A nach B;43;07.02.2020 16:54
Zweirad;9;Richtung B nach A;29;07.02.2020 16:54
PKW;9;Richtung B nach A;37;07.02.2020 16:57
Leichtes Nutzfahrzeug;9;Richtung B nach A;50;07.02.2020 16:59
PKW;9;Richtung A nach B;43;07.02.2020 17:02
PKW;9;Richtung B nach A;45;07.02.2020 17:03
PKW;9;Richtung B nach A;39;07.02.2020 17:03
Zweirad;9;Richtung B nach A;37;07.02.2020 17:05
PKW;9;Richtung B nach A;40;07.02.2020 17:05
PKW;8;Richtung B nach A;46;07.02.2020 17:05
PKW;10;Richtung B nach A;42;07.02.2020 17:05
PKW;9;Richtung B nach A;39;07.02.2020 17:06
PKW;9;Richtung B nach A;33;07.02.2020 17:07
PKW;9;Richtung A nach B;43;07.02.2020 17:08
Leichtes Nutzfahrzeug;8;Richtung A nach B;43;07.02.2020 17:08
PKW;8;Richtung B nach A;44;07.02.2020 17:09
PKW;9;Richtung B nach A;41;07.02.2020 17:09
Leichtes Nutzfahrzeug;8;Richtung A nach B;43;07.02.2020 17:11
PKW;10;Richtung A nach B;32;07.02.2020 17:11
Leichtes Nutzfahrzeug;9;Richtung B nach A;63;07.02.2020 17:12
PKW;9;Richtung B nach A;41;07.02.2020 17:12
Zweirad;9;Richtung B nach A;32;07.02.2020 17:13
PKW;10;Richtung A nach B;40;07.02.2020 17:13
PKW;10;Richtung B nach A;40;07.02.2020 17:13
PKW;9;Richtung B nach A;42;07.02.2020 17:13
PKW;9;Richtung B nach A;39;07.02.2020 17:13
PKW;10;Richtung B nach A;40;07.02.2020 17:14
PKW;9;Richtung B nach A;37;07.02.2020 17:15
PKW;10;Richtung B nach A;45;07.02.2020 17:16
PKW;9;Richtung B nach A;39;07.02.2020 17:16
LKW;8;Richtung A nach B;44;07.02.2020 17:17
PKW;9;Richtung B nach A;38;07.02.2020 17:17
PKW;9;Richtung B nach A;41;07.02.2020 17:18
PKW;10;Richtung B nach A;37;07.02.2020 17:20
PKW;9;Richtung B nach A;36;07.02.2020 17:21
PKW;9;Richtung A nach B;33;07.02.2020 17:21
PKW;9;Richtung B nach A;37;07.02.2020 17:22
PKW;10;Richtung B nach A;49;07.02.2020 17:22
LKW;8;Richtung B nach A;40;07.02.2020 17:23
PKW;9;Richtung B nach A;43;07.02.2020 17:25
Zweirad;9;Richtung B nach A;33;07.02.2020 17:25
PKW;9;Richtung B nach A;34;07.02.2020 17:25
PKW;10;Richtung B nach A;37;07.02.2020 17:27
PKW;9;Richtung B nach A;39;07.02.2020 17:27
PKW;9;Richtung B nach A;33;07.02.2020 17:29
Leichtes Nutzfahrzeug;9;Richtung B nach A;38;07.02.2020 17:29
Leichtes Nutzfahrzeug;9;Richtung B nach A;43;07.02.2020 17:30
PKW;9;Richtung B nach A;34;07.02.2020 17:31
PKW;8;Richtung A nach B;46;07.02.2020 17:31
Zweirad;9;Richtung B nach A;28;07.02.2020 17:33
PKW;9;Richtung A nach B;40;07.02.2020 17:34
PKW;9;Richtung B nach A;43;07.02.2020 17:36
PKW;9;Richtung B nach A;44;07.02.2020 17:37
PKW;9;Richtung B nach A;39;07.02.2020 17:37
LKW;8;Richtung A nach B;45;07.02.2020 17:37
LKW mit Anhänger;4;Richtung B nach A;48;07.02.2020 17:40
PKW;10;Richtung B nach A;44;07.02.2020 17:41
LKW;8;Richtung B nach A;29;07.02.2020 17:41
PKW;8;Richtung A nach B;46;07.02.2020 17:43
PKW;9;Richtung A nach B;40;07.02.2020 17:45
PKW;10;Richtung B nach A;43;07.02.2020 17:46
PKW;9;Richtung B nach A;37;07.02.2020 17:47
Zweirad;9;Richtung B nach A;25;07.02.2020 17:47
PKW;9;Richtung B nach A;37;07.02.2020 17:47
PKW;9;Richtung B nach A;36;07.02.2020 17:48
PKW;10;Richtung B nach A;35;07.02.2020 17:48
PKW;9;Richtung B nach A;40;07.02.2020 17:51
Zweirad;10;Richtung B nach A;20;07.02.2020 17:51
PKW;10;Richtung A nach B;41;07.02.2020 17:53
PKW;9;Richtung B nach A;43;07.02.2020 17:55
PKW;9;Richtung A nach B;43;07.02.2020 18:00
PKW;9;Richtung B nach A;38;07.02.2020 18:04
PKW;9;Richtung B nach A;35;07.02.2020 18:06
PKW;9;Richtung A nach B;47;07.02.2020 18:06
PKW;9;Richtung A nach B;30;07.02.2020 18:07
PKW;9;Richtung B nach A;38;07.02.2020 18:09
PKW;10;Richtung B nach A;44;07.02.2020 18:12
Leichtes Nutzfahrzeug;9;Richtung A nach B;32;07.02.2020 18:13
PKW;10;Richtung B nach A;38;07.02.2020 18:13
PKW;9;Richtung A nach B;45;07.02.2020 18:14
Zweirad;9;Richtung A nach B;39;07.02.2020 18:14
Leichtes Nutzfahrzeug;9;Richtung B nach A;33;07.02.2020 18:16
LKW mit Anhänger;8;Richtung A nach B;31;07.02.2020 18:18
Zweirad;9;Richtung B nach A;30;07.02.2020 18:18
PKW;9;Richtung B nach A;31;07.02.2020 18:20
LKW;8;Richtung B nach A;45;07.02.2020 18:22
PKW;9;Richtung B nach A;34;07.02.2020 18:23
PKW;9;Richtung B nach A;33;07.02.2020 18:24
Zweirad;6;Richtung A nach B;40;07.02.2020 18:24
PKW;8;Richtung A nach B;42;07.02.2020 18:29
PKW;9;Richtung A nach B;35;07.02.2020 18:33
PKW;9;Richtung A nach B;36;07.02.2020 18:33
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;07.02.2020 18:34
LKW;9;Richtung B nach A;39;07.02.2020 18:41
PKW;8;Richtung B nach A;38;07.02.2020 18:43
PKW;9;Richtung B nach A;35;07.02.2020 18:43
PKW;9;Richtung A nach B;33;07.02.2020 18:43
PKW;10;Richtung B nach A;42;07.02.2020 18:45
LKW mit Anhänger;7;Richtung A nach B;38;07.02.2020 18:45
Zweirad;9;Richtung B nach A;28;07.02.2020 18:46
PKW;9;Richtung A nach B;37;07.02.2020 18:50
LKW;8;Richtung A nach B;41;07.02.2020 18:51
PKW;9;Richtung A nach B;43;07.02.2020 18:52
PKW;9;Richtung A nach B;43;07.02.2020 18:55
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;07.02.2020 18:59
PKW;9;Richtung A nach B;39;07.02.2020 19:03
PKW;9;Richtung A nach B;39;07.02.2020 19:12
Zweirad;10;Richtung A nach B;24;07.02.2020 19:14
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;07.02.2020 19:15
PKW;9;Richtung B nach A;37;07.02.2020 19:21
LKW;8;Richtung B nach A;43;07.02.2020 19:23
Leichtes Nutzfahrzeug;9;Richtung B nach A;37;07.02.2020 19:26
PKW;9;Richtung B nach A;34;07.02.2020 19:27
PKW;9;Richtung A nach B;44;07.02.2020 19:28
PKW;9;Richtung A nach B;37;07.02.2020 19:30
PKW;9;Richtung B nach A;47;07.02.2020 19:31
PKW;10;Richtung B nach A;50;07.02.2020 19:35
Leichtes Nutzfahrzeug;8;Richtung A nach B;43;07.02.2020 19:36
PKW;9;Richtung B nach A;43;07.02.2020 19:37
LKW mit Anhänger;9;Richtung B nach A;30;07.02.2020 19:38
PKW;9;Richtung B nach A;36;07.02.2020 19:42
PKW;9;Richtung B nach A;37;07.02.2020 19:46
LKW mit Anhänger;9;Richtung A nach B;34;07.02.2020 20:04
PKW;9;Richtung B nach A;33;07.02.2020 20:04
PKW;9;Richtung B nach A;44;07.02.2020 20:04
Zweirad;9;Richtung B nach A;24;07.02.2020 20:13
PKW;9;Richtung A nach B;35;07.02.2020 20:14
PKW;8;Richtung B nach A;33;07.02.2020 20:20
LKW mit Anhänger;8;Richtung B nach A;40;07.02.2020 20:22
PKW;9;Richtung B nach A;35;07.02.2020 20:22
PKW;10;Richtung B nach A;46;07.02.2020 20:22
LKW;9;Richtung B nach A;35;07.02.2020 20:23
PKW;9;Richtung A nach B;38;07.02.2020 20:26
PKW;9;Richtung A nach B;33;07.02.2020 20:33
Leichtes Nutzfahrzeug;10;Richtung B nach A;36;07.02.2020 20:35
LKW mit Anhänger;9;Richtung B nach A;35;07.02.2020 20:36
Leichtes Nutzfahrzeug;8;Richtung A nach B;37;07.02.2020 20:36
PKW;9;Richtung A nach B;42;07.02.2020 20:40
Zweirad;9;Richtung B nach A;27;07.02.2020 20:45
PKW;8;Richtung B nach A;29;07.02.2020 20:48
PKW;9;Richtung B nach A;33;07.02.2020 20:48
PKW;9;Richtung B nach A;36;07.02.2020 20:55
LKW mit Anhänger;9;Richtung A nach B;36;07.02.2020 20:58
Leichtes Nutzfahrzeug;8;Richtung A nach B;34;07.02.2020 21:01
Zweirad;8;Richtung A nach B;31;07.02.2020 21:01
Zweirad;8;Richtung A nach B;29;07.02.2020 21:01
Leichtes Nutzfahrzeug;4;Richtung A nach B;44;07.02.2020 21:04
PKW;5;Richtung A nach B;43;07.02.2020 21:04
PKW;9;Richtung B nach A;39;07.02.2020 21:08
PKW;9;Richtung B nach A;45;07.02.2020 21:12
LKW;9;Richtung B nach A;45;07.02.2020 21:23
PKW;9;Richtung B nach A;29;07.02.2020 21:23
PKW;9;Richtung B nach A;35;07.02.2020 21:29
Leichtes Nutzfahrzeug;10;Richtung B nach A;53;07.02.2020 21:32
PKW;8;Richtung B nach A;46;07.02.2020 21:33
Leichtes Nutzfahrzeug;8;Richtung A nach B;36;07.02.2020 21:35
PKW;10;Richtung B nach A;41;07.02.2020 21:38
LKW mit Anhänger;9;Richtung B nach A;30;07.02.2020 21:42
Zweirad;10;Richtung B nach A;14;07.02.2020 21:52
Zweirad;9;Richtung A nach B;29;07.02.2020 21:55
Leichtes Nutzfahrzeug;3;Richtung B nach A;47;07.02.2020 21:57
LKW;9;Richtung B nach A;25;07.02.2020 22:02
LKW;8;Richtung B nach A;37;07.02.2020 22:06
PKW;8;Richtung B nach A;51;07.02.2020 22:11
PKW;10;Richtung B nach A;46;07.02.2020 22:14
Zweirad;10;Richtung A nach B;34;07.02.2020 22:17
PKW;9;Richtung B nach A;47;07.02.2020 22:19
LKW;8;Richtung B nach A;40;07.02.2020 22:22
PKW;9;Richtung B nach A;45;07.02.2020 22:30
Leichtes Nutzfahrzeug;9;Richtung B nach A;40;07.02.2020 22:33
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;07.02.2020 22:33
PKW;9;Richtung B nach A;39;07.02.2020 22:34
PKW;9;Richtung B nach A;35;07.02.2020 22:35
PKW;9;Richtung B nach A;46;07.02.2020 22:37
LKW mit Anhänger;9;Richtung B nach A;41;07.02.2020 22:37
PKW;9;Richtung B nach A;31;07.02.2020 22:38
PKW;10;Richtung B nach A;32;07.02.2020 22:44
PKW;9;Richtung B nach A;47;07.02.2020 22:46
PKW;10;Richtung B nach A;47;07.02.2020 22:48
PKW;9;Richtung B nach A;37;07.02.2020 22:49
LKW;8;Richtung B nach A;35;07.02.2020 22:49
PKW;10;Richtung B nach A;44;07.02.2020 22:51
PKW;9;Richtung B nach A;39;07.02.2020 22:52
PKW;9;Richtung B nach A;35;07.02.2020 22:54
PKW;9;Richtung B nach A;40;07.02.2020 23:09
PKW;9;Richtung A nach B;40;07.02.2020 23:22
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;07.02.2020 23:34
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;07.02.2020 23:38
Leichtes Nutzfahrzeug;10;Richtung B nach A;35;07.02.2020 23:40
LKW mit Anhänger;9;Richtung A nach B;36;07.02.2020 23:45
PKW;9;Richtung B nach A;40;07.02.2020 23:52
PKW;10;Richtung B nach A;40;08.02.2020 00:02
PKW;9;Richtung A nach B;47;08.02.2020 00:33
PKW;8;Richtung A nach B;49;08.02.2020 00:34
PKW;10;Richtung B nach A;33;08.02.2020 00:44
PKW;10;Richtung A nach B;44;08.02.2020 00:47
Zweirad;10;Richtung A nach B;22;08.02.2020 01:03
PKW;9;Richtung A nach B;35;08.02.2020 02:03
PKW;9;Richtung B nach A;40;08.02.2020 02:08
Leichtes Nutzfahrzeug;9;Richtung B nach A;32;08.02.2020 03:06
PKW;9;Richtung B nach A;36;08.02.2020 03:17
Zweirad;9;Richtung A nach B;31;08.02.2020 04:14
LKW;8;Richtung A nach B;40;08.02.2020 04:33
PKW;8;Richtung A nach B;52;08.02.2020 05:23
PKW;10;Richtung B nach A;36;08.02.2020 05:27
Zweirad;9;Richtung B nach A;28;08.02.2020 05:49
PKW;9;Richtung A nach B;41;08.02.2020 05:54
PKW;9;Richtung B nach A;35;08.02.2020 05:55
PKW;9;Richtung A nach B;34;08.02.2020 06:57
PKW;9;Richtung A nach B;41;08.02.2020 07:00
PKW;9;Richtung A nach B;47;08.02.2020 07:10
PKW;9;Richtung A nach B;38;08.02.2020 07:17
PKW;9;Richtung A nach B;47;08.02.2020 07:20
PKW;9;Richtung A nach B;41;08.02.2020 07:31
PKW;9;Richtung B nach A;35;08.02.2020 07:33
PKW;9;Richtung A nach B;43;08.02.2020 07:46
PKW;10;Richtung B nach A;56;08.02.2020 07:49
PKW;9;Richtung B nach A;39;08.02.2020 07:51
Zweirad;10;Richtung B nach A;23;08.02.2020 08:01
PKW;9;Richtung A nach B;42;08.02.2020 08:08
LKW;9;Richtung B nach A;42;08.02.2020 08:22
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;08.02.2020 08:32
LKW;7;Richtung A nach B;37;08.02.2020 08:36
LKW;9;Richtung B nach A;25;08.02.2020 08:36
PKW;9;Richtung A nach B;29;08.02.2020 08:38
PKW;9;Richtung A nach B;29;08.02.2020 08:38
PKW;9;Richtung A nach B;39;08.02.2020 08:39
LKW;8;Richtung A nach B;38;08.02.2020 08:47
Zweirad;9;Richtung B nach A;22;08.02.2020 08:52
PKW;10;Richtung B nach A;51;08.02.2020 08:53
PKW;9;Richtung B nach A;39;08.02.2020 08:58
PKW;9;Richtung A nach B;43;08.02.2020 09:14
PKW;9;Richtung A nach B;46;08.02.2020 09:14
Zweirad;10;Richtung A nach B;19;08.02.2020 09:18
PKW;9;Richtung B nach A;32;08.02.2020 09:19
Zweirad;9;Richtung B nach A;25;08.02.2020 09:20
LKW;9;Richtung B nach A;45;08.02.2020 09:25
Zweirad;9;Richtung B nach A;24;08.02.2020 09:25
PKW;9;Richtung A nach B;34;08.02.2020 09:26
Leichtes Nutzfahrzeug;8;Richtung A nach B;38;08.02.2020 09:34
Zweirad;9;Richtung B nach A;29;08.02.2020 09:34
PKW;8;Richtung B nach A;49;08.02.2020 09:47
Leichtes Nutzfahrzeug;9;Richtung B nach A;42;08.02.2020 09:48
LKW;9;Richtung A nach B;41;08.02.2020 09:55
PKW;10;Richtung B nach A;30;08.02.2020 09:56
Zweirad;9;Richtung A nach B;27;08.02.2020 09:59
PKW;9;Richtung A nach B;44;08.02.2020 10:01
PKW;9;Richtung A nach B;49;08.02.2020 10:06
PKW;9;Richtung B nach A;38;08.02.2020 10:09
LKW;7;Richtung A nach B;45;08.02.2020 10:15
PKW;9;Richtung A nach B;52;08.02.2020 10:20
LKW mit Anhänger;9;Richtung B nach A;39;08.02.2020 10:21
Leichtes Nutzfahrzeug;8;Richtung A nach B;34;08.02.2020 10:21
Zweirad;9;Richtung A nach B;38;08.02.2020 10:21
Zweirad;9;Richtung A nach B;28;08.02.2020 10:25
PKW;9;Richtung A nach B;43;08.02.2020 10:26
PKW;9;Richtung B nach A;43;08.02.2020 10:27
LKW;9;Richtung B nach A;27;08.02.2020 10:27
PKW;9;Richtung B nach A;40;08.02.2020 10:29
PKW;9;Richtung B nach A;61;08.02.2020 10:30
Leichtes Nutzfahrzeug;9;Richtung A nach B;45;08.02.2020 10:32
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;08.02.2020 10:33
PKW;9;Richtung B nach A;52;08.02.2020 10:37
PKW;9;Richtung A nach B;37;08.02.2020 10:38
PKW;9;Richtung A nach B;49;08.02.2020 10:39
PKW;9;Richtung A nach B;45;08.02.2020 10:42
PKW;9;Richtung A nach B;43;08.02.2020 10:46
PKW;9;Richtung B nach A;55;08.02.2020 10:50
Zweirad;9;Richtung B nach A;30;08.02.2020 10:51
PKW;9;Richtung A nach B;46;08.02.2020 10:58
Zweirad;10;Richtung B nach A;21;08.02.2020 11:02
PKW;8;Richtung A nach B;37;08.02.2020 11:03
PKW;8;Richtung A nach B;45;08.02.2020 11:06
PKW;9;Richtung B nach A;37;08.02.2020 11:08
PKW;9;Richtung A nach B;45;08.02.2020 11:13
PKW;9;Richtung B nach A;35;08.02.2020 11:14
PKW;9;Richtung A nach B;37;08.02.2020 11:14
PKW;9;Richtung B nach A;35;08.02.2020 11:17
PKW;10;Richtung A nach B;45;08.02.2020 11:19
LKW;9;Richtung B nach A;38;08.02.2020 11:23
PKW;9;Richtung A nach B;55;08.02.2020 11:26
Zweirad;9;Richtung B nach A;23;08.02.2020 11:27
Leichtes Nutzfahrzeug;10;Richtung B nach A;57;08.02.2020 11:29
PKW;9;Richtung A nach B;51;08.02.2020 11:30
LKW;9;Richtung A nach B;44;08.02.2020 11:34
Zweirad;8;Richtung B nach A;33;08.02.2020 11:38
Zweirad;9;Richtung A nach B;27;08.02.2020 11:43
PKW;9;Richtung A nach B;39;08.02.2020 11:51
PKW;10;Richtung B nach A;46;08.02.2020 11:52
PKW;9;Richtung B nach A;33;08.02.2020 12:02
PKW;9;Richtung B nach A;36;08.02.2020 12:03
PKW;9;Richtung B nach A;41;08.02.2020 12:06
Leichtes Nutzfahrzeug;8;Richtung A nach B;30;08.02.2020 12:06
PKW;9;Richtung B nach A;37;08.02.2020 12:06
PKW;9;Richtung B nach A;57;08.02.2020 12:12
PKW;10;Richtung A nach B;53;08.02.2020 12:14
PKW;9;Richtung B nach A;45;08.02.2020 12:15
PKW;9;Richtung B nach A;39;08.02.2020 12:16
Zweirad;9;Richtung B nach A;29;08.02.2020 12:16
PKW;9;Richtung B nach A;40;08.02.2020 12:16
PKW;9;Richtung A nach B;41;08.02.2020 12:17
Leichtes Nutzfahrzeug;9;Richtung A nach B;40;08.02.2020 12:19
LKW;9;Richtung B nach A;42;08.02.2020 12:21
PKW;9;Richtung A nach B;55;08.02.2020 12:22
PKW;9;Richtung B nach A;41;08.02.2020 12:25
PKW;8;Richtung B nach A;35;08.02.2020 12:27
PKW;7;Richtung B nach A;36;08.02.2020 12:27
LKW;8;Richtung A nach B;30;08.02.2020 12:27
PKW;9;Richtung B nach A;38;08.02.2020 12:28
LKW;9;Richtung A nach B;44;08.02.2020 12:32
PKW;9;Richtung B nach A;47;08.02.2020 12:34
PKW;9;Richtung A nach B;32;08.02.2020 12:38
PKW;9;Richtung B nach A;35;08.02.2020 12:41
PKW;10;Richtung A nach B;40;08.02.2020 12:47
PKW;9;Richtung A nach B;40;08.02.2020 12:47
PKW;10;Richtung B nach A;28;08.02.2020 12:52
PKW;10;Richtung B nach A;34;08.02.2020 12:52
PKW;9;Richtung B nach A;41;08.02.2020 12:55
Leichtes Nutzfahrzeug;9;Richtung A nach B;23;08.02.2020 12:56
PKW;9;Richtung A nach B;43;08.02.2020 13:00
PKW;8;Richtung A nach B;41;08.02.2020 13:04
PKW;10;Richtung B nach A;37;08.02.2020 13:08
PKW;9;Richtung B nach A;38;08.02.2020 13:13
PKW;9;Richtung A nach B;37;08.02.2020 13:17
Zweirad;9;Richtung B nach A;33;08.02.2020 13:19
LKW;8;Richtung B nach A;41;08.02.2020 13:21
PKW;9;Richtung A nach B;43;08.02.2020 13:23
Zweirad;10;Richtung A nach B;29;08.02.2020 13:27
PKW;9;Richtung B nach A;42;08.02.2020 13:31
LKW;9;Richtung A nach B;43;08.02.2020 13:32
PKW;9;Richtung A nach B;48;08.02.2020 13:36
PKW;10;Richtung B nach A;52;08.02.2020 13:39
Zweirad;5;Richtung B nach A;42;08.02.2020 13:39
Leichtes Nutzfahrzeug;8;Richtung A nach B;36;08.02.2020 13:44
Leichtes Nutzfahrzeug;9;Richtung B nach A;35;08.02.2020 13:47
PKW;9;Richtung B nach A;43;08.02.2020 13:48
PKW;10;Richtung B nach A;33;08.02.2020 13:50
PKW;9;Richtung B nach A;41;08.02.2020 13:54
Zweirad;9;Richtung A nach B;36;08.02.2020 14:01
PKW;9;Richtung A nach B;50;08.02.2020 14:05
Leichtes Nutzfahrzeug;9;Richtung B nach A;38;08.02.2020 14:10
PKW;9;Richtung B nach A;41;08.02.2020 14:11
PKW;9;Richtung B nach A;37;08.02.2020 14:12
PKW;8;Richtung A nach B;46;08.02.2020 14:20
LKW;10;Richtung B nach A;34;08.02.2020 14:22
Zweirad;7;Richtung B nach A;33;08.02.2020 14:27
PKW;9;Richtung A nach B;33;08.02.2020 14:30
Leichtes Nutzfahrzeug;9;Richtung A nach B;33;08.02.2020 14:32
PKW;9;Richtung B nach A;32;08.02.2020 14:35
PKW;9;Richtung A nach B;36;08.02.2020 14:38
PKW;8;Richtung A nach B;44;08.02.2020 14:39
PKW;8;Richtung B nach A;49;08.02.2020 14:42
PKW;10;Richtung A nach B;35;08.02.2020 14:56
PKW;10;Richtung B nach A;45;08.02.2020 14:57
PKW;9;Richtung A nach B;56;08.02.2020 14:59
PKW;9;Richtung A nach B;43;08.02.2020 15:01
PKW;9;Richtung B nach A;56;08.02.2020 15:02
PKW;9;Richtung A nach B;56;08.02.2020 15:02
Leichtes Nutzfahrzeug;9;Richtung B nach A;45;08.02.2020 15:05
PKW;9;Richtung B nach A;41;08.02.2020 15:06
PKW;8;Richtung B nach A;38;08.02.2020 15:06
PKW;10;Richtung B nach A;48;08.02.2020 15:07
PKW;9;Richtung A nach B;45;08.02.2020 15:11
Zweirad;9;Richtung B nach A;27;08.02.2020 15:15
