Classification; Confidence; Direction; Speed in km/h; Time
PKW;9;Richtung B nach A;39;01.08.2020 16:10
Zweirad;9;Richtung B nach A;22;01.08.2020 16:11
Zweirad;9;Richtung A nach B;28;01.08.2020 16:17
LKW;8;Richtung B nach A;40;01.08.2020 16:21
Zweirad;9;Richtung B nach A;29;01.08.2020 16:21
PKW;9;Richtung A nach B;43;01.08.2020 16:26
Leichtes Nutzfahrzeug;9;Richtung A nach B;45;01.08.2020 16:31
PKW;9;Richtung B nach A;45;01.08.2020 16:33
Zweirad;9;Richtung B nach A;33;01.08.2020 16:35
PKW;9;Richtung A nach B;38;01.08.2020 16:35
Zweirad;9;Richtung A nach B;25;01.08.2020 16:43
LKW;9;Richtung B nach A;24;01.08.2020 16:44
PKW;10;Richtung A nach B;36;01.08.2020 16:57
Zweirad;8;Richtung A nach B;45;01.08.2020 16:58
PKW;9;Richtung B nach A;41;01.08.2020 17:07
Zweirad;9;Richtung A nach B;30;01.08.2020 17:09
PKW;9;Richtung A nach B;45;01.08.2020 17:23
Leichtes Nutzfahrzeug;8;Richtung A nach B;44;01.08.2020 17:28
LKW;8;Richtung B nach A;46;01.08.2020 17:29
Zweirad;9;Richtung A nach B;39;01.08.2020 17:31
Leichtes Nutzfahrzeug;9;Richtung A nach B;42;01.08.2020 17:31
PKW;7;Richtung A nach B;49;01.08.2020 17:32
PKW;9;Richtung B nach A;32;01.08.2020 17:33
Leichtes Nutzfahrzeug;8;Richtung A nach B;42;01.08.2020 17:34
Zweirad;9;Richtung B nach A;29;01.08.2020 17:35
Zweirad;9;Richtung B nach A;29;01.08.2020 17:40
PKW;8;Richtung A nach B;29;01.08.2020 17:44
Zweirad;9;Richtung B nach A;28;01.08.2020 17:56
Zweirad;8;Richtung B nach A;28;01.08.2020 17:56
Zweirad;9;Richtung B nach A;23;01.08.2020 17:56
PKW;9;Richtung B nach A;36;01.08.2020 17:57
LKW;8;Richtung A nach B;34;01.08.2020 18:17
LKW;8;Richtung A nach B;37;01.08.2020 18:19
LKW;7;Richtung A nach B;37;01.08.2020 18:19
LKW;8;Richtung B nach A;43;01.08.2020 18:22
LKW;8;Richtung A nach B;43;01.08.2020 18:38
LKW;9;Richtung A nach B;47;01.08.2020 18:56
Zweirad;9;Richtung A nach B;38;01.08.2020 19:23
LKW;9;Richtung B nach A;46;01.08.2020 19:23
PKW;9;Richtung A nach B;38;01.08.2020 19:35
PKW;10;Richtung A nach B;33;01.08.2020 19:37
Zweirad;8;Richtung B nach A;30;01.08.2020 19:44
PKW;9;Richtung B nach A;47;01.08.2020 19:48
Zweirad;9;Richtung A nach B;28;01.08.2020 19:55
Zweirad;9;Richtung A nach B;32;01.08.2020 19:58
Zweirad;9;Richtung B nach A;26;01.08.2020 20:00
PKW;10;Richtung B nach A;35;01.08.2020 20:14
LKW;9;Richtung B nach A;45;01.08.2020 20:22
PKW;8;Richtung B nach A;47;01.08.2020 20:22
PKW;8;Richtung B nach A;44;01.08.2020 20:29
Zweirad;9;Richtung A nach B;29;01.08.2020 20:30
Zweirad;9;Richtung A nach B;26;01.08.2020 20:31
Zweirad;9;Richtung A nach B;31;01.08.2020 20:35
Leichtes Nutzfahrzeug;9;Richtung A nach B;41;01.08.2020 20:35
Zweirad;9;Richtung A nach B;29;01.08.2020 20:42
PKW;9;Richtung A nach B;49;01.08.2020 20:48
PKW;9;Richtung A nach B;27;01.08.2020 20:56
Leichtes Nutzfahrzeug;8;Richtung B nach A;31;01.08.2020 20:58
Zweirad;9;Richtung B nach A;35;01.08.2020 21:04
PKW;10;Richtung B nach A;35;01.08.2020 21:05
Zweirad;9;Richtung B nach A;27;01.08.2020 21:11
PKW;9;Richtung A nach B;59;01.08.2020 21:23
LKW;9;Richtung B nach A;43;01.08.2020 21:24
PKW;10;Richtung B nach A;29;01.08.2020 21:27
Leichtes Nutzfahrzeug;8;Richtung A nach B;44;01.08.2020 21:33
PKW;9;Richtung B nach A;38;01.08.2020 21:40
PKW;9;Richtung B nach A;39;01.08.2020 21:40
PKW;10;Richtung B nach A;36;01.08.2020 21:48
PKW;9;Richtung A nach B;40;01.08.2020 22:03
PKW;9;Richtung A nach B;68;01.08.2020 22:03
Zweirad;8;Richtung A nach B;36;01.08.2020 22:05
PKW;9;Richtung A nach B;50;01.08.2020 22:06
LKW;9;Richtung B nach A;41;01.08.2020 22:27
Leichtes Nutzfahrzeug;9;Richtung A nach B;41;01.08.2020 22:37
LKW;9;Richtung B nach A;37;01.08.2020 23:24
Zweirad;9;Richtung A nach B;45;01.08.2020 23:24
PKW;9;Richtung A nach B;35;01.08.2020 23:29
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;01.08.2020 23:37
PKW;10;Richtung A nach B;36;01.08.2020 23:43
PKW;9;Richtung B nach A;36;01.08.2020 23:48
PKW;9;Richtung B nach A;29;02.08.2020 00:02
PKW;10;Richtung A nach B;37;02.08.2020 00:04
Zweirad;9;Richtung A nach B;28;02.08.2020 01:16
Zweirad;9;Richtung B nach A;27;02.08.2020 01:18
LKW;8;Richtung A nach B;30;02.08.2020 03:01
PKW;9;Richtung B nach A;41;02.08.2020 03:03
PKW;9;Richtung A nach B;32;02.08.2020 03:36
PKW;9;Richtung B nach A;36;02.08.2020 04:17
PKW;7;Richtung A nach B;50;02.08.2020 05:00
LKW;8;Richtung B nach A;33;02.08.2020 05:12
PKW;7;Richtung A nach B;39;02.08.2020 05:36
Zweirad;9;Richtung B nach A;33;02.08.2020 05:39
PKW;9;Richtung B nach A;46;02.08.2020 05:54
PKW;9;Richtung A nach B;39;02.08.2020 06:01
PKW;9;Richtung A nach B;38;02.08.2020 06:03
Zweirad;9;Richtung A nach B;34;02.08.2020 06:06
PKW;9;Richtung A nach B;36;02.08.2020 06:06
PKW;9;Richtung A nach B;40;02.08.2020 06:13
PKW;8;Richtung A nach B;49;02.08.2020 06:28
PKW;9;Richtung B nach A;36;02.08.2020 07:04
LKW;9;Richtung B nach A;36;02.08.2020 07:05
PKW;9;Richtung B nach A;45;02.08.2020 07:07
PKW;8;Richtung B nach A;39;02.08.2020 07:09
PKW;8;Richtung A nach B;39;02.08.2020 07:28
PKW;9;Richtung B nach A;44;02.08.2020 07:34
PKW;9;Richtung A nach B;41;02.08.2020 07:35
Zweirad;10;Richtung B nach A;22;02.08.2020 08:07
LKW;8;Richtung A nach B;34;02.08.2020 08:29
PKW;9;Richtung A nach B;44;02.08.2020 08:31
Zweirad;10;Richtung A nach B;18;02.08.2020 08:51
PKW;9;Richtung B nach A;34;02.08.2020 08:53
PKW;8;Richtung A nach B;45;02.08.2020 09:03
PKW;9;Richtung B nach A;52;02.08.2020 09:07
Zweirad;9;Richtung A nach B;36;02.08.2020 09:14
LKW;8;Richtung B nach A;42;02.08.2020 09:22
Leichtes Nutzfahrzeug;7;Richtung B nach A;32;02.08.2020 09:24
PKW;4;Richtung B nach A;43;02.08.2020 09:24
PKW;8;Richtung A nach B;40;02.08.2020 09:33
LKW;9;Richtung A nach B;42;02.08.2020 09:35
PKW;9;Richtung A nach B;47;02.08.2020 09:38
Zweirad;10;Richtung B nach A;22;02.08.2020 09:53
Zweirad;10;Richtung B nach A;23;02.08.2020 09:53
Zweirad;9;Richtung A nach B;30;02.08.2020 09:53
Zweirad;10;Richtung B nach A;26;02.08.2020 09:57
PKW;9;Richtung B nach A;43;02.08.2020 10:07
LKW;4;Richtung B nach A;47;02.08.2020 10:22
LKW;8;Richtung A nach B;46;02.08.2020 10:35
Leichtes Nutzfahrzeug;7;Richtung A nach B;30;02.08.2020 11:04
PKW;9;Richtung A nach B;40;02.08.2020 11:07
Zweirad;9;Richtung B nach A;31;02.08.2020 11:14
Zweirad;9;Richtung B nach A;29;02.08.2020 11:15
LKW;7;Richtung B nach A;41;02.08.2020 11:22
PKW;9;Richtung B nach A;88;02.08.2020 11:30
Leichtes Nutzfahrzeug;8;Richtung A nach B;41;02.08.2020 11:36
PKW;10;Richtung B nach A;39;02.08.2020 11:50
PKW;9;Richtung B nach A;37;02.08.2020 11:54
Zweirad;9;Richtung B nach A;29;02.08.2020 11:56
PKW;8;Richtung B nach A;44;02.08.2020 12:05
PKW;9;Richtung A nach B;38;02.08.2020 12:05
PKW;10;Richtung A nach B;36;02.08.2020 12:09
PKW;8;Richtung B nach A;44;02.08.2020 12:14
LKW mit Anhänger;8;Richtung B nach A;49;02.08.2020 12:23
PKW;9;Richtung A nach B;28;02.08.2020 12:23
Leichtes Nutzfahrzeug;7;Richtung A nach B;44;02.08.2020 12:35
PKW;9;Richtung A nach B;61;02.08.2020 12:38
PKW;9;Richtung A nach B;31;02.08.2020 12:39
Zweirad;9;Richtung A nach B;43;02.08.2020 12:48
PKW;8;Richtung A nach B;41;02.08.2020 12:50
PKW;8;Richtung B nach A;39;02.08.2020 12:54
PKW;9;Richtung A nach B;64;02.08.2020 13:18
Zweirad;9;Richtung A nach B;29;02.08.2020 13:21
LKW;8;Richtung B nach A;42;02.08.2020 13:23
PKW;9;Richtung B nach A;53;02.08.2020 13:32
LKW;9;Richtung A nach B;49;02.08.2020 13:36
PKW;9;Richtung A nach B;42;02.08.2020 13:44
PKW;9;Richtung B nach A;41;02.08.2020 14:10
Zweirad;9;Richtung A nach B;31;02.08.2020 14:11
PKW;10;Richtung A nach B;41;02.08.2020 14:11
Zweirad;9;Richtung B nach A;31;02.08.2020 14:16
Zweirad;9;Richtung A nach B;33;02.08.2020 14:16
LKW;9;Richtung B nach A;54;02.08.2020 14:22
PKW;9;Richtung A nach B;40;02.08.2020 14:30
PKW;9;Richtung A nach B;65;02.08.2020 14:34
LKW;9;Richtung A nach B;47;02.08.2020 14:34
PKW;9;Richtung B nach A;36;02.08.2020 14:38
PKW;9;Richtung B nach A;26;02.08.2020 14:40
Zweirad;8;Richtung A nach B;35;02.08.2020 14:43
Zweirad;8;Richtung A nach B;28;02.08.2020 14:45
PKW;9;Richtung B nach A;32;02.08.2020 14:45
Zweirad;9;Richtung A nach B;28;02.08.2020 14:55
Leichtes Nutzfahrzeug;9;Richtung A nach B;27;02.08.2020 14:56
PKW;9;Richtung B nach A;38;02.08.2020 15:04
Zweirad;9;Richtung B nach A;26;02.08.2020 15:12
LKW;8;Richtung B nach A;44;02.08.2020 15:23
Leichtes Nutzfahrzeug;8;Richtung A nach B;50;02.08.2020 15:38
Zweirad;9;Richtung A nach B;31;02.08.2020 15:42
PKW;9;Richtung A nach B;46;02.08.2020 15:54
Zweirad;9;Richtung B nach A;31;02.08.2020 15:56
Zweirad;10;Richtung B nach A;20;02.08.2020 15:57
PKW;9;Richtung B nach A;38;02.08.2020 16:01
Zweirad;9;Richtung B nach A;34;02.08.2020 16:09
Zweirad;9;Richtung A nach B;41;02.08.2020 16:20
PKW;9;Richtung B nach A;26;02.08.2020 16:21
PKW;9;Richtung B nach A;46;02.08.2020 16:23
PKW;10;Richtung B nach A;45;02.08.2020 16:23
Zweirad;9;Richtung A nach B;30;02.08.2020 16:27
LKW;9;Richtung B nach A;41;02.08.2020 16:28
Leichtes Nutzfahrzeug;9;Richtung A nach B;40;02.08.2020 16:35
PKW;9;Richtung B nach A;50;02.08.2020 16:36
PKW;9;Richtung B nach A;41;02.08.2020 16:38
PKW;9;Richtung A nach B;45;02.08.2020 16:45
Zweirad;10;Richtung B nach A;18;02.08.2020 16:48
Zweirad;9;Richtung A nach B;26;02.08.2020 16:58
PKW;9;Richtung A nach B;37;02.08.2020 17:15
PKW;9;Richtung A nach B;39;02.08.2020 17:15
Zweirad;9;Richtung A nach B;27;02.08.2020 17:18
Zweirad;8;Richtung A nach B;31;02.08.2020 17:18
LKW mit Anhänger;9;Richtung B nach A;49;02.08.2020 17:23
Zweirad;9;Richtung B nach A;28;02.08.2020 17:25
Zweirad;6;Richtung A nach B;41;02.08.2020 17:28
PKW;10;Richtung A nach B;49;02.08.2020 17:29
Zweirad;10;Richtung B nach A;20;02.08.2020 17:31
Zweirad;10;Richtung B nach A;19;02.08.2020 17:31
PKW;9;Richtung B nach A;42;02.08.2020 17:31
PKW;7;Richtung A nach B;45;02.08.2020 17:36
Leichtes Nutzfahrzeug;9;Richtung A nach B;43;02.08.2020 17:38
PKW;9;Richtung A nach B;48;02.08.2020 17:39
PKW;9;Richtung B nach A;41;02.08.2020 17:41
PKW;9;Richtung B nach A;38;02.08.2020 17:42
PKW;9;Richtung A nach B;33;02.08.2020 17:42
Zweirad;9;Richtung B nach A;45;02.08.2020 17:43
PKW;9;Richtung A nach B;42;02.08.2020 17:52
PKW;9;Richtung A nach B;38;02.08.2020 17:53
Zweirad;10;Richtung B nach A;29;02.08.2020 17:53
LKW;9;Richtung A nach B;41;02.08.2020 18:02
PKW;10;Richtung A nach B;45;02.08.2020 18:04
Zweirad;9;Richtung A nach B;33;02.08.2020 18:05
PKW;9;Richtung A nach B;43;02.08.2020 18:08
PKW;9;Richtung A nach B;42;02.08.2020 18:09
Zweirad;9;Richtung B nach A;27;02.08.2020 18:16
Zweirad;8;Richtung A nach B;34;02.08.2020 18:21
PKW;10;Richtung A nach B;46;02.08.2020 18:21
LKW mit Anhänger;8;Richtung B nach A;45;02.08.2020 18:23
Leichtes Nutzfahrzeug;9;Richtung B nach A;55;02.08.2020 18:23
PKW;8;Richtung B nach A;44;02.08.2020 18:32
LKW;9;Richtung A nach B;40;02.08.2020 18:34
PKW;9;Richtung B nach A;43;02.08.2020 18:38
PKW;10;Richtung B nach A;40;02.08.2020 18:52
PKW;10;Richtung B nach A;43;02.08.2020 18:59
PKW;9;Richtung A nach B;34;02.08.2020 18:59
Zweirad;9;Richtung B nach A;31;02.08.2020 19:00
PKW;9;Richtung B nach A;38;02.08.2020 19:03
PKW;9;Richtung B nach A;31;02.08.2020 19:15
PKW;9;Richtung A nach B;45;02.08.2020 19:16
Zweirad;9;Richtung B nach A;34;02.08.2020 19:16
LKW;8;Richtung B nach A;42;02.08.2020 19:23
PKW;9;Richtung A nach B;38;02.08.2020 19:28
PKW;9;Richtung B nach A;49;02.08.2020 19:28
PKW;9;Richtung A nach B;40;02.08.2020 19:29
Leichtes Nutzfahrzeug;9;Richtung A nach B;40;02.08.2020 19:36
Zweirad;9;Richtung B nach A;27;02.08.2020 19:46
Zweirad;9;Richtung B nach A;29;02.08.2020 19:48
PKW;9;Richtung A nach B;45;02.08.2020 19:50
PKW;9;Richtung A nach B;34;02.08.2020 19:54
PKW;9;Richtung A nach B;50;02.08.2020 19:59
PKW;10;Richtung A nach B;39;02.08.2020 20:07
PKW;8;Richtung B nach A;32;02.08.2020 20:10
Leichtes Nutzfahrzeug;9;Richtung B nach A;30;02.08.2020 20:10
Leichtes Nutzfahrzeug;9;Richtung A nach B;38;02.08.2020 20:14
Zweirad;9;Richtung B nach A;32;02.08.2020 20:15
Leichtes Nutzfahrzeug;9;Richtung B nach A;40;02.08.2020 20:22
LKW;8;Richtung B nach A;43;02.08.2020 20:23
LKW;9;Richtung A nach B;43;02.08.2020 20:35
PKW;9;Richtung A nach B;43;02.08.2020 21:12
Zweirad;8;Richtung B nach A;41;02.08.2020 21:13
LKW;7;Richtung B nach A;36;02.08.2020 21:15
LKW;7;Richtung B nach A;42;02.08.2020 21:25
PKW;10;Richtung B nach A;32;02.08.2020 21:30
Leichtes Nutzfahrzeug;9;Richtung A nach B;34;02.08.2020 21:35
LKW;5;Richtung A nach B;36;02.08.2020 21:43
PKW;9;Richtung A nach B;38;02.08.2020 21:46
PKW;9;Richtung B nach A;36;02.08.2020 21:48
PKW;9;Richtung A nach B;40;02.08.2020 22:04
PKW;8;Richtung A nach B;42;02.08.2020 22:04
LKW;9;Richtung B nach A;43;02.08.2020 22:23
LKW;8;Richtung A nach B;41;02.08.2020 22:35
PKW;10;Richtung A nach B;35;02.08.2020 22:54
PKW;10;Richtung B nach A;38;02.08.2020 23:01
PKW;10;Richtung B nach A;42;02.08.2020 23:17
PKW;8;Richtung A nach B;54;02.08.2020 23:31
PKW;8;Richtung A nach B;45;03.08.2020 00:01
PKW;8;Richtung B nach A;36;03.08.2020 00:13
PKW;9;Richtung B nach A;34;03.08.2020 00:56
Leichtes Nutzfahrzeug;4;Richtung A nach B;46;03.08.2020 01:10
PKW;8;Richtung A nach B;38;03.08.2020 01:29
PKW;9;Richtung B nach A;36;03.08.2020 02:18
PKW;9;Richtung A nach B;45;03.08.2020 04:24
LKW;8;Richtung B nach A;45;03.08.2020 04:32
PKW;8;Richtung A nach B;44;03.08.2020 04:34
PKW;9;Richtung A nach B;41;03.08.2020 04:37
PKW;9;Richtung A nach B;54;03.08.2020 04:42
PKW;8;Richtung A nach B;47;03.08.2020 04:46
Leichtes Nutzfahrzeug;4;Richtung A nach B;47;03.08.2020 04:48
LKW;9;Richtung A nach B;26;03.08.2020 04:48
PKW;8;Richtung A nach B;45;03.08.2020 04:49
PKW;9;Richtung A nach B;35;03.08.2020 04:50
PKW;9;Richtung A nach B;34;03.08.2020 04:50
PKW;9;Richtung A nach B;48;03.08.2020 04:51
PKW;8;Richtung A nach B;50;03.08.2020 04:52
PKW;9;Richtung A nach B;42;03.08.2020 04:52
Leichtes Nutzfahrzeug;9;Richtung B nach A;38;03.08.2020 04:53
PKW;9;Richtung A nach B;43;03.08.2020 04:54
PKW;8;Richtung A nach B;49;03.08.2020 04:56
PKW;8;Richtung A nach B;45;03.08.2020 04:58
PKW;8;Richtung A nach B;42;03.08.2020 05:13
PKW;9;Richtung A nach B;43;03.08.2020 05:16
PKW;9;Richtung B nach A;22;03.08.2020 05:18
Zweirad;9;Richtung A nach B;38;03.08.2020 05:23
PKW;9;Richtung A nach B;38;03.08.2020 05:23
PKW;9;Richtung A nach B;39;03.08.2020 05:24
PKW;9;Richtung A nach B;46;03.08.2020 05:25
PKW;9;Richtung B nach A;40;03.08.2020 05:27
LKW mit Anhänger;9;Richtung B nach A;34;03.08.2020 05:29
PKW;9;Richtung A nach B;38;03.08.2020 05:31
PKW;9;Richtung A nach B;39;03.08.2020 05:31
LKW;9;Richtung A nach B;37;03.08.2020 05:36
PKW;8;Richtung A nach B;47;03.08.2020 05:36
PKW;9;Richtung A nach B;40;03.08.2020 05:38
PKW;9;Richtung A nach B;40;03.08.2020 05:38
PKW;9;Richtung A nach B;42;03.08.2020 05:39
PKW;9;Richtung A nach B;47;03.08.2020 05:40
LKW;8;Richtung B nach A;39;03.08.2020 05:42
PKW;9;Richtung A nach B;30;03.08.2020 05:42
PKW;8;Richtung A nach B;53;03.08.2020 05:45
Leichtes Nutzfahrzeug;8;Richtung A nach B;38;03.08.2020 05:45
PKW;9;Richtung A nach B;38;03.08.2020 05:52
PKW;9;Richtung A nach B;39;03.08.2020 05:52
PKW;10;Richtung A nach B;39;03.08.2020 05:53
PKW;9;Richtung B nach A;41;03.08.2020 05:56
PKW;4;Richtung B nach A;45;03.08.2020 05:57
