 Parking Lot Id; Parking Space Id; Occupied Status; Reserved Status; Time
28;482;false;false;28.09.2020 12:41
28;482;false;false;25.09.2020 07:32
28;482;false;false;24.09.2020 17:28
28;482;false;false;18.09.2020 11:05
28;482;false;false;17.09.2020 15:36
28;482;false;false;10.09.2020 17:32
28;482;false;false;10.09.2020 10:37
28;482;false;false;03.09.2020 17:01
28;482;false;false;02.09.2020 20:03
28;482;false;false;02.09.2020 16:40
28;482;true;false;25.09.2020 10:42
28;482;true;false;25.09.2020 07:27
28;482;true;false;24.09.2020 08:17
28;482;true;false;18.09.2020 10:54
28;482;true;false;17.09.2020 07:57
28;482;true;false;10.09.2020 11:27
28;482;true;false;10.09.2020 07:35
28;482;true;false;03.09.2020 07:45
28;482;true;false;02.09.2020 20:02
28;482;true;false;02.09.2020 16:39
28;484;false;false;30.09.2020 12:47
28;484;false;false;28.09.2020 21:34
28;484;false;false;27.09.2020 17:43
28;484;false;false;26.09.2020 17:19
28;484;false;false;24.09.2020 14:45
28;484;false;false;23.09.2020 13:29
28;484;false;false;20.09.2020 13:56
28;484;false;false;17.09.2020 14:59
28;484;false;false;16.09.2020 17:33
28;484;false;false;12.09.2020 16:50
28;484;false;false;12.09.2020 15:19
28;484;false;false;12.09.2020 12:21
28;484;false;false;11.09.2020 12:40
28;484;false;false;10.09.2020 20:28
28;484;false;false;06.09.2020 13:26
28;484;false;false;04.09.2020 22:23
28;484;false;false;02.09.2020 14:04
28;484;true;false;30.09.2020 12:05
28;484;true;false;28.09.2020 20:30
28;484;true;false;27.09.2020 17:08
28;484;true;false;26.09.2020 16:26
28;484;true;false;24.09.2020 10:04
28;484;true;false;23.09.2020 12:07
28;484;true;false;20.09.2020 13:54
28;484;true;false;17.09.2020 14:46
28;484;true;false;16.09.2020 16:27
28;484;true;false;12.09.2020 16:42
28;484;true;false;12.09.2020 14:51
28;484;true;false;12.09.2020 11:50
28;484;true;false;11.09.2020 12:12
28;484;true;false;10.09.2020 20:07
28;484;true;false;06.09.2020 11:31
28;484;true;false;04.09.2020 22:22
28;484;true;false;02.09.2020 13:55
28;485;false;false;27.09.2020 11:14
28;485;false;false;24.09.2020 16:20
28;485;false;false;23.09.2020 10:59
28;485;false;false;20.09.2020 13:56
28;485;false;false;20.09.2020 13:50
28;485;false;false;19.09.2020 18:32
28;485;false;false;12.09.2020 16:50
28;485;false;false;12.09.2020 16:08
28;485;false;false;12.09.2020 15:19
28;485;false;false;12.09.2020 12:21
28;485;false;false;11.09.2020 21:38
28;485;false;false;10.09.2020 20:28
28;485;false;false;06.09.2020 11:12
28;485;false;false;06.09.2020 11:06
28;485;false;false;06.09.2020 11:03
28;485;false;false;04.09.2020 23:04
28;485;false;false;03.09.2020 10:57
28;485;true;false;27.09.2020 10:55
28;485;true;false;23.09.2020 13:42
28;485;true;false;21.09.2020 17:30
28;485;true;false;20.09.2020 13:53
28;485;true;false;20.09.2020 13:25
28;485;true;false;19.09.2020 17:34
28;485;true;false;12.09.2020 16:42
28;485;true;false;12.09.2020 15:28
28;485;true;false;12.09.2020 14:52
28;485;true;false;12.09.2020 11:44
28;485;true;false;11.09.2020 14:00
28;485;true;false;10.09.2020 20:07
28;485;true;false;06.09.2020 11:11
28;485;true;false;06.09.2020 11:05
28;485;true;false;06.09.2020 11:02
28;485;true;false;04.09.2020 22:22
28;66124;false;false;09.09.2020 17:37
28;66124;false;false;08.09.2020 15:30
28;66124;false;false;03.09.2020 21:59
28;66124;false;false;03.09.2020 07:30
28;66124;false;false;02.09.2020 16:18
28;66124;false;false;02.09.2020 15:33
28;66124;false;false;02.09.2020 12:02
28;66124;false;false;01.09.2020 17:35
28;66124;true;false;09.09.2020 07:00
28;66124;true;false;08.09.2020 07:02
28;66124;true;false;03.09.2020 13:06
28;66124;true;false;03.09.2020 06:45
28;66124;true;false;02.09.2020 15:48
28;66124;true;false;02.09.2020 12:17
28;66124;true;false;02.09.2020 11:17
28;66124;true;false;01.09.2020 06:31
28;66125;false;false;11.09.2020 17:12
28;66125;false;false;09.09.2020 17:36
28;66125;false;false;08.09.2020 18:36
28;66125;false;false;07.09.2020 21:10
28;66125;false;false;07.09.2020 20:40
28;66125;false;false;07.09.2020 20:10
28;66125;false;false;07.09.2020 19:55
28;66125;false;false;07.09.2020 13:13
28;66125;false;false;04.09.2020 17:11
28;66125;false;false;03.09.2020 17:26
28;66125;false;false;02.09.2020 17:25
28;66125;false;false;01.09.2020 17:58
28;66125;true;false;11.09.2020 07:05
28;66125;true;false;09.09.2020 07:00
28;66125;true;false;08.09.2020 06:51
28;66125;true;false;07.09.2020 20:58
28;66125;true;false;07.09.2020 20:25
28;66125;true;false;07.09.2020 19:57
28;66125;true;false;07.09.2020 13:24
28;66125;true;false;07.09.2020 13:09
28;66125;true;false;04.09.2020 06:50
28;66125;true;false;03.09.2020 06:39
28;66125;true;false;02.09.2020 06:35
28;66125;true;false;01.09.2020 06:43
28;66126;false;false;23.09.2020 06:42
28;66126;false;false;11.09.2020 17:12
28;66126;false;false;09.09.2020 17:36
28;66126;false;false;08.09.2020 18:36
28;66126;false;false;04.09.2020 17:28
28;66126;false;false;04.09.2020 06:32
28;66126;false;false;03.09.2020 17:35
28;66126;false;false;03.09.2020 06:41
28;66126;false;false;02.09.2020 17:35
28;66126;true;false;23.09.2020 06:41
28;66126;true;false;11.09.2020 07:05
28;66126;true;false;09.09.2020 06:44
28;66126;true;false;08.09.2020 06:51
28;66126;true;false;04.09.2020 06:34
28;66126;true;false;04.09.2020 06:31
28;66126;true;false;03.09.2020 06:43
28;66126;true;false;03.09.2020 06:39
28;66126;true;false;02.09.2020 06:49
28;66127;false;false;10.09.2020 17:17
28;66127;false;false;10.09.2020 11:36
28;66127;false;false;09.09.2020 17:27
28;66127;false;false;09.09.2020 17:08
28;66127;false;false;08.09.2020 15:48
28;66127;false;false;07.09.2020 17:47
28;66127;false;false;04.09.2020 11:36
28;66127;false;false;04.09.2020 06:32
28;66127;false;false;03.09.2020 16:10
28;66127;false;false;02.09.2020 18:13
28;66127;false;false;01.09.2020 18:11
28;66127;false;false;01.09.2020 06:41
28;66127;true;false;10.09.2020 12:00
28;66127;true;false;10.09.2020 06:50
28;66127;true;false;09.09.2020 17:26
28;66127;true;false;09.09.2020 07:01
28;66127;true;false;08.09.2020 07:02
28;66127;true;false;07.09.2020 07:31
28;66127;true;false;04.09.2020 09:50
28;66127;true;false;04.09.2020 06:31
28;66127;true;false;03.09.2020 06:42
28;66127;true;false;02.09.2020 06:24
